Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,2017 Avg,2018 Avg,FC Proj,My Proj,Exp.,Used,Con.,Value,Actual Score,Actual Val
Kenny Golladay,WR,DET,@ SF,20,21.25,5700,2.8,16.8,7.3,14.9,8.44,8.44,100,,30,1.5,17.90,3.1
Dede Westbrook,WR,JAC,vs NE,10,21.50,5700,2.7,13.4,6.5,7.6,6.98,6.98,100,,35,1.2,15.60,2.7
Austin Ekeler,RB,LAC,@ BUF,9,24.25,5600,0.9,19.1,6.7,21.1,8.18,8.18,100,,4,1.5,11.30,2
Terrelle Pryor,WR,NYJ,vs MIA,4,23.00,5600,0,15.5,5.0,6.4,5.14,5.14,100,,18,0.9,10.40,1.9
Jack Doyle,TE,IND,@ WAS,29,21.00,5600,2.8,15.6,8.6,7.5,7.94,7.94,100,,12,1.4,3.00,0.5
Pierre Garcon,WR,SF,vs DET,6,27.25,5600,4.3,16.5,8.8,3.1,9.17,9.17,100,,46,1.6,7.70,1.4
George Kittle,TE,SF,vs DET,26,27.25,5600,3.5,15.2,5.7,11.5,8.16,8.16,100,,22,1.5,3.20,0.6
Sony Michel,RB,NE,@ JAC,20,23.50,5600,5.7,5.7,,,5.74,5.74,100,,0,1,4.60,0.8
Will Dissly,TE,SEA,@ CHI,32,19.25,5600,5,5,,18.0,4.95,4.95,100,,0,0.9,11.70,2.1
Tyler Eifert,TE,CIN,vs BAL,13,21.25,5500,0,18.5,3.3,5.9,6.91,6.91,100,,27,1.3,3.30,0.6
John Ross,WR,CIN,vs BAL,23,21.25,5500,2.9,10.7,-0.3,6.8,6.02,6.02,100,,0,1.1,1.00,0.2
Mohamed Sanu,WR,ATL,vs CAR,27,24.25,5500,1.7,15.7,9.2,3.8,7.32,7.32,100,,28,1.3,2.50,0.5
Latavius Murray,RB,MIN,@ GB,27,23.25,5500,0,17.6,9.3,4.2,6.79,6.79,100,,29,1.2,1.90,0.3
Jermaine Kearse,WR,NYJ,vs MIA,4,23.00,5500,0,13.6,9.0,,4.92,4.92,100,,18,0.9,0.40,0.1
Eric Ebron,TE,IND,@ WAS,29,21.00,5500,1.5,13,6.6,13.1,6.13,6.13,100,,31,1.1,10.10,1.8
Nyheim Hines,RB,IND,@ WAS,11,21.00,5500,5.1,5.1,,8.7,5.13,5.13,100,,0,0.9,7.00,1.3
Keelan Cole,WR,JAC,vs NE,10,21.50,5500,1.4,18.4,6.4,6.9,8.22,8.22,100,,0,1.5,21.10,3.8
Willie Snead,WR,BAL,@ CIN,2,22.25,5400,0,15.8,1.5,12.9,6.15,6.15,100,,21,1.1,7.90,1.5
Kelvin Benjamin,WR,BUF,vs LAC,19,17.25,5400,1,17.2,7.5,1.5,7.49,7.49,100,,34,1.4,8.90,1.6
Mike Williams,WR,LAC,@ BUF,30,24.25,5400,3.8,14.3,1.7,10.6,7.95,7.95,100,,0,1.5,9.70,1.8
O.J. Howard,TE,TB,vs PHI,5,21.75,5400,0,16.2,6.8,6.4,6.00,6.00,100,,0,1.1,17.10,3.2
Christian Kirk,WR,ARI,@ LAR,25,15.75,5400,4.4,4.4,,0.9,4.35,4.35,100,,0,0.8,4.70,0.9
Theo Riddick,RB,DET,@ SF,4,21.25,5400,1.1,15.8,8.0,6.0,6.97,6.97,100,,31,1.3,9.20,1.7
Jeremy Hill,RB,NE,@ JAC,20,23.50,5400,0,11.1,2.2,3.6,0.00,0.00,100,,26,0,,
Allen Hurns,WR,DAL,vs NYG,3,22.50,5400,0.9,18.1,7.1,2.5,7.79,7.79,100,,22,1.4,1.40,0.3
C.J. Anderson,RB,CAR,@ ATL,28,19.25,5300,0,17.9,10.1,3.5,5.01,5.01,100,,23,0.9,3.10,0.6
Frank Gore,RB,MIA,@ NYJ,14,20.00,5300,0.6,13.9,9.9,6.1,5.91,5.91,100,,50,1.1,4.90,0.9
Mike Wallace,WR,PHI,@ TB,32,24.75,5300,0.7,14.7,8.3,0.0,6.32,6.32,100,,35,1.2,,
LeGarrette Blount,RB,DET,@ SF,4,21.25,5300,0,16.6,7.1,-0.3,5.46,5.46,100,,20,1,4.00,0.8
Terrance Williams,WR,DAL,vs NYG,3,22.50,5300,0,13.5,5.3,1.1,5.22,5.22,100,,26,1,1.70,0.3
Giovani Bernard,RB,CIN,vs BAL,7,21.25,5200,0,14.7,8.1,1.4,5.57,5.57,100,,38,1.1,6.20,1.2
Duke Johnson,RB,CLE,@ NO,23,20.75,5200,4,16,11.2,3.0,8.76,8.76,100,,46,1.7,2.00,0.4
Spencer Ware,RB,KC,@ PIT,5,24.00,5200,0,14,,4.5,4.06,4.06,100,,43,0.8,0.30,0.1
Alfred Blue,RB,HOU,@ TEN,25,22.00,5200,0,11.2,5.1,9.6,3.35,3.35,100,,7,0.6,3.60,0.7
Ricky Seals-Jones,TE,ARI,@ LAR,21,15.75,5200,0,15.9,5.5,3.4,5.99,5.99,100,,0,1.2,3.70,0.7
Devontae Booker,RB,DEN,vs OAK,24,25.50,5200,0,12.5,5.9,2.5,4.73,4.73,100,,25,0.9,1.70,0.3
Taylor Gabriel,WR,CHI,vs SEA,1,23.25,5200,0,12.4,3.9,5.0,4.57,4.57,100,,7,0.9,6.70,1.3
DJ Moore,WR,CAR,@ ATL,28,19.25,5100,4.9,4.9,,0.3,4.86,4.86,100,,0,1,12.30,2.4
Benjamin Watson,TE,NO,vs CLE,6,29.75,5100,0,14.3,6.7,6.4,5.71,5.71,100,,11,1.1,3.40,0.7
Danny Amendola,WR,MIA,@ NYJ,13,20.00,5100,1.7,17.2,9.4,4.6,7.86,7.86,100,,5,1.5,5.20,1
James Washington,WR,PIT,vs KC,7,28.00,5100,4.5,4.5,,,4.54,4.54,100,,0,0.9,7.90,1.5
Ronald Jones,RB,TB,vs PHI,17,21.75,5100,0,0,,,0.00,0.00,100,,0,0,,
Doug Martin,RB,OAK,@ DEN,1,19.50,5100,0,15,6.5,2.7,4.98,4.98,100,,29,1,2.90,0.6
Cole Beasley,WR,DAL,vs NYG,3,22.50,5100,1.5,15.8,4.9,10.8,7.24,7.24,100,,15,1.4,2.30,0.5
Michael Gallup,WR,DAL,vs NYG,3,22.50,5100,0,0,,1.4,0.00,0.00,100,,0,0,1.00,0.2
Kenneth Dixon,RB,BAL,@ CIN,32,22.25,5000,0,7.8,,10.4,0.00,0.00,100,,31,0,,
Calvin Ridley,WR,ATL,vs CAR,27,24.25,5000,5.2,5.2,,0.0,5.23,5.23,100,,0,1,14.70,2.9
Chris Ivory,RB,BUF,vs LAC,19,17.25,5000,0,11.9,5.0,0.3,2.44,2.44,100,,26,0.5,10.20,2
Geronimo Allison,WR,GB,vs MIN,5,21.25,5000,1.8,14.8,2.9,15.4,7.02,7.02,100,,0,1.4,9.40,1.9
Aaron Jones,RB,GB,vs MIN,30,21.25,5000,0,11,7.6,,0.00,0.00,100,,4,0,,
Albert Wilson,WR,MIA,@ NYJ,13,20.00,5000,1,13.2,7.0,5.3,5.89,5.89,100,,13,1.2,12.00,2.4
Darren Sproles,RB,PHI,@ TB,22,24.75,5000,0,8.3,5.0,5.2,0.00,0.00,100,,36,0,,
Corey Clement,RB,PHI,@ TB,22,24.75,5000,0,14.4,6.8,2.6,4.98,4.98,100,,5,1,17.00,3.4
Malcolm Brown,RB,LAR,vs ARI,8,27.75,5000,0,3.6,3.5,3.3,0.00,0.00,100,,4,0,6.60,1.3
Chase Edmonds,RB,ARI,@ LAR,18,15.75,5000,4.3,4.3,,6.8,4.26,4.26,100,,0,0.9,4.50,0.9
Ameer Abdullah,RB,DET,@ SF,4,21.25,5000,0,8.8,8.0,,1.60,1.60,100,,36,0.3,,
Jared Cook,TE,OAK,@ DEN,24,19.50,5000,1.6,15.4,6.6,22.5,7.10,7.10,100,,15,1.4,6.90,1.4
Rod Smith,RB,DAL,vs NYG,29,22.50,5000,2,3,,0.5,2.38,2.38,100,,0,0.5,,
Javorius Allen,RB,BAL,@ CIN,32,22.25,4900,1.6,18.1,8.9,11.7,8.24,8.24,100,,16,1.7,12.90,2.6
Torrey Smith,WR,CAR,@ ATL,28,19.25,4900,0,14.1,5.3,2.0,4.80,4.80,100,,10,1,10.80,2.2
Jeremy Kerley,WR,BUF,vs LAC,19,17.25,4900,0,7.5,4.3,1.7,0.00,0.00,100,,0,0,,
Rashard Higgins,WR,CLE,@ NO,18,20.75,4900,0,11.3,3.9,4.3,4.50,4.50,100,,0,0.9,7.20,1.5
Ryan Grant,WR,IND,@ WAS,22,21.00,4900,3,13,6.5,9.9,6.97,6.97,100,,2,1.4,4.00,0.8
Chester Rogers,WR,IND,@ WAS,22,21.00,4900,0,10.2,4.7,3.3,3.94,3.94,100,,0,0.8,3.20,0.7
Phillip Lindsay,RB,DEN,vs OAK,24,25.50,4900,7.6,7.6,,17.2,7.61,7.61,100,,0,1.6,11.60,2.4
Ravens,DST,BAL,@ CIN,22,21.25,4800,0.8,18.8,12.1,17.0,7.95,7.95,100,,15,1.7,-1.00,
Austin Hooper,TE,ATL,vs CAR,23,24.25,4800,0.6,12.1,5.5,3.9,5.22,5.22,100,,10,1.1,14.40,3
Antonio Gates,TE,LAC,@ BUF,4,24.25,4800,0,14.6,4.0,4.6,4.11,4.11,100,,20,0.9,0.00,
Charles Clay,TE,BUF,vs LAC,14,17.25,4800,0.7,13.7,6.8,0.0,5.85,5.85,100,,27,1.2,3.90,0.8
Travis Benjamin,WR,LAC,@ BUF,30,24.25,4800,0,10.2,7.1,2.5,0.00,0.00,100,,4,0,,
Nick Chubb,RB,CLE,@ NO,23,20.75,4800,3.6,3.6,,2.1,3.56,3.56,100,,0,0.7,1.40,0.3
Vance McDonald,TE,PIT,vs KC,2,28.00,4800,0,11.2,4.4,,3.21,3.21,100,,0,0.7,4.10,0.9
Rams,DST,LAR,vs ARI,12,15.75,4800,1.3,19.8,9.5,17.0,8.71,8.71,100,,12,1.8,13.00,2.7
Brandon LaFell,WR,OAK,@ DEN,21,19.50,4800,0,10.8,6.2,,1.66,1.66,100,,28,0.3,,
Jake Butt,TE,DEN,vs OAK,18,25.50,4800,4.3,4.3,,3.9,4.26,4.26,100,,0,0.9,6.80,1.4
Corey Grant,RB,JAC,vs NE,13,21.50,4800,0,10.6,3.0,0.3,3.12,3.12,100,,0,0.7,9.90,2.1
Seahawks,DST,SEA,@ CHI,20,23.25,4800,0.7,14.7,8.9,7.0,6.32,6.32,100,,34,1.3,6.00,1.3
Tyler Boyd,WR,CIN,vs BAL,23,21.25,4700,0.8,11.6,4.6,4.1,5.14,5.14,100,,20,1.1,18.10,3.9
Hayden Hurst,TE,BAL,@ CIN,15,22.25,4700,0,0,,,0.00,0.00,100,,0,0,,
Zay Jones,WR,BUF,vs LAC,19,17.25,4700,0.7,10.4,4.0,4.1,4.56,4.56,100,,3,1,7.30,1.6
Andre Roberts,WR,NYJ,vs MIA,4,23.00,4700,0,4.7,0.0,6.2,0.00,0.00,100,,0,0,0.00,
Brandon Bolden,RB,MIA,@ NYJ,14,20.00,4700,0,6,4.2,,0.00,0.00,100,,0,0,,
Mike Gesicki,TE,MIA,@ NYJ,30,20.00,4700,3.7,3.7,,1.6,3.69,3.69,100,,0,0.8,,
Trey Edmunds,TE,PIT,vs KC,2,28.00,4700,0,7.7,3.6,,0.00,0.00,100,,0,0,,
Cameron Brate,TE,TB,vs PHI,5,21.75,4700,0,13.2,7.4,0.0,4.46,4.46,100,,19,0.9,,
Ryan Griffin,TE,HOU,@ TEN,17,22.00,4700,0.8,10.3,5.1,0.0,4.57,4.57,100,,12,1,2.40,0.5
Christine Michael,RB,IND,@ WAS,11,21.00,4700,0,8.7,,0.9,0.00,0.00,100,,0,0,,
Garrett Celek,TE,SF,vs DET,26,27.25,4700,0,8.8,5.2,,2.53,2.53,100,,14,0.5,9.20,2
Courtland Sutton,WR,DEN,vs OAK,9,25.50,4700,6.3,6.3,,5.5,6.32,6.32,100,,0,1.3,1.40,0.3
Deonte Thompson,WR,DAL,vs NYG,3,22.50,4700,0,9.9,5.3,4.2,2.52,2.52,100,,0,0.5,5.30,1.1
Jonathan Stewart,RB,NYG,@ DAL,16,19.50,4700,0,9.9,7.4,0.8,0.00,0.00,100,,35,0,0.10,0
Rico Gathers,TE,DAL,vs NYG,31,22.50,4700,0,0,,,0.00,0.00,100,,0,0,0.00,
Justin Hardy,WR,ATL,vs CAR,27,24.25,4600,0,6.9,4.2,0.0,2.25,2.25,100,,18,0.5,0.00,
Laquon Treadwell,WR,MIN,@ GB,24,23.25,4600,3.3,8,2.1,2.8,5.15,5.15,100,,0,1.1,9.30,2
Mike Gillislee,RB,NO,vs CLE,26,29.75,4600,0,12.5,7.6,-1.1,3.84,3.84,100,,27,0.8,1.80,0.4
De'Angelo Henderson,RB,NYJ,vs MIA,10,23.00,4600,0,7.4,4.0,,0.00,0.00,100,,0,0,,
Jesse James,TE,PIT,vs KC,2,28.00,4600,1.6,12.4,5.2,7.5,5.90,5.90,100,,10,1.3,22.30,4.8
Demarcus Robinson,WR,KC,@ PIT,15,24.00,4600,0,7.4,4.1,,1.74,1.74,100,,7,0.4,6.80,1.5
Adam Humphries,WR,TB,vs PHI,29,21.75,4600,0,9.7,6.1,4.2,3.65,3.65,100,,32,0.8,1.30,0.3
Bruce Ellington,WR,HOU,@ TEN,17,22.00,4600,0.2,11.2,5.6,11.7,4.58,4.58,100,,0,1,6.00,1.3
J.J. Nelson,WR,ARI,@ LAR,25,15.75,4600,0,12.8,4.9,,2.59,2.59,100,,0,0.6,0.00,
Elijhaa Penny,RB,ARI,@ LAR,18,15.75,4600,0,4.5,4.3,,0.00,0.00,100,,30,0,,
Jalen Richard,RB,OAK,@ DEN,1,19.50,4600,0,11.1,4.5,12.4,3.70,3.70,100,,11,0.8,0.30,0.1
Austin Seferian-Jenkins,TE,JAC,vs NE,25,21.50,4600,1.3,13.3,5.9,4.0,6.07,6.07,100,,14,1.3,9.80,2.1
Cordarrelle Patterson,WR,NE,@ JAC,26,23.50,4600,0,11.4,4.4,2.4,4.39,4.39,100,,0,1,3.80,0.8
Donte Moncrief,WR,JAC,vs NE,10,21.50,4600,0,15.4,5.3,1.9,5.93,5.93,100,,11,1.3,11.40,2.5
Wayne Gallman,RB,NYG,@ DAL,16,19.50,4600,0,6.2,6.8,1.8,0.00,0.00,100,,36,0,1.80,0.4
C.J. Prosise,RB,SEA,@ CHI,12,19.25,4600,0,9.5,3.5,,0.00,0.00,100,,6,0,3.70,0.8
Tyler Kroft,TE,CIN,vs BAL,13,21.25,4500,0,8.3,6.9,1.4,0.00,0.00,100,,0,0,2.10,0.5
Chris Moore,WR,BAL,@ CIN,2,22.25,4500,0,4.8,4.2,1.0,0.00,0.00,100,,0,0,2.10,0.5
Tra Carson,RB,CIN,vs BAL,7,21.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Alex Erickson,WR,CIN,vs BAL,23,21.25,4500,0,3.6,1.9,0.0,0.00,0.00,100,,0,0,0.00,
Cody Core,WR,CIN,vs BAL,23,21.25,4500,0,5.7,0.0,,0.00,0.00,100,,0,0,,
Moritz Boehringer,WR,CIN,vs BAL,23,21.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Tim White,WR,BAL,@ CIN,2,22.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Josh Malone,WR,CIN,vs BAL,23,21.25,4500,0,4.8,1.7,,0.00,0.00,100,,0,0,0.00,
Kermit Whitfield,WR,CIN,vs BAL,23,21.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Patrick Ricard,RB,BAL,@ CIN,32,22.25,4500,0,0,0.0,,0.00,0.00,100,,0,0,,
Jordan Lasley,WR,BAL,@ CIN,2,22.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Janarion Grant,WR,BAL,@ CIN,2,22.25,4500,0,0,,0.0,0.00,0.00,100,,0,0,0.00,
De'Lance Turner,RB,BAL,@ CIN,32,22.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Gus Edwards,RB,BAL,@ CIN,32,22.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Christopher Ezeala,RB,BAL,@ CIN,32,22.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Quinton Flowers,RB,CIN,vs BAL,7,21.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Auden Tate,WR,CIN,vs BAL,23,21.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Mark Walton,RB,CIN,vs BAL,7,21.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Jarius Wright,WR,CAR,@ ATL,28,19.25,4500,1,11.5,3.9,3.8,5.23,5.23,100,,13,1.2,14.70,3.3
Damiere Byrd,WR,CAR,@ ATL,28,19.25,4500,0,7.7,4.3,0.0,0.00,0.00,100,,0,0,,
Cameron Artis-Payne,RB,CAR,@ ATL,28,19.25,4500,0,9,3.2,,0.00,0.00,100,,0,0,,
Marvin Hall,WR,ATL,vs CAR,27,24.25,4500,0,5.7,2.2,,0.00,0.00,100,,0,0,3.50,0.8
Mose Frazier,WR,CAR,@ ATL,28,19.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Alex Armah,RB,CAR,@ ATL,28,19.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Curtis Samuel,WR,CAR,@ ATL,28,19.25,4500,0,5.2,3.2,,1.94,1.94,100,,31,0.4,,
Brian Hill,RB,ATL,vs CAR,31,24.25,4500,0,3,2.8,,0.00,0.00,100,,29,0,,
Ricky Ortiz,RB,ATL,vs CAR,31,24.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Russell Gage,WR,ATL,vs CAR,27,24.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Devin Gray,WR,ATL,vs CAR,27,24.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Ito Smith,RB,ATL,vs CAR,31,24.25,4500,0,0,,,0.00,0.00,100,,0,0,5.90,1.3
Reggie Bonnafon,RB,CAR,@ ATL,28,19.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Andre Holmes,WR,BUF,vs LAC,19,17.25,4500,0,9.6,3.7,1.9,1.30,1.30,100,,0,0.3,0.00,
Patrick DiMarco,RB,BUF,vs LAC,19,17.25,4500,0,0,,,0.00,0.00,100,,0,0,2.90,0.6
Geremy Davis,WR,LAC,@ BUF,30,24.25,4500,0,1.2,,,0.00,0.00,100,,0,0,,
Marcus Murphy,RB,BUF,vs LAC,19,17.25,4500,0,5.2,5.8,3.1,2.07,2.07,100,,0,0.5,1.80,0.4
Taiwan Jones,RB,BUF,vs LAC,19,17.25,4500,0,1.4,0.8,,0.00,0.00,100,,0,0,,
Derek Watt,RB,LAC,@ BUF,9,24.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Andre Patton,WR,LAC,@ BUF,30,24.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Keith Ford,RB,BUF,vs LAC,19,17.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Robert Foster,WR,BUF,vs LAC,19,17.25,4500,3,3,,0.0,3.00,3.00,100,,0,0.7,4.00,0.9
Ray-Ray McCloud,WR,BUF,vs LAC,19,17.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Cam Phillips,WR,BUF,vs LAC,19,17.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Dylan Cantrell,WR,LAC,@ BUF,30,24.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Justin Jackson,RB,LAC,@ BUF,9,24.25,4500,0,0,,,0.00,0.00,100,,0,0,,
J.J. Jones,WR,LAC,@ BUF,30,24.25,4500,0,0,,-2.0,0.00,0.00,100,,0,0,0.00,
Detrez Newsome,RB,LAC,@ BUF,9,24.25,4500,0,0,,,0.00,0.00,100,,0,0,0.00,
Marcedes Lewis,TE,GB,vs MIN,9,21.25,4500,0,6.8,4.5,,0.00,0.00,100,,0,0,0.00,
Trevor Davis,WR,GB,vs MIN,5,21.25,4500,0,3.6,0.7,,0.00,0.00,100,,0,0,,
Darius Jackson,RB,GB,vs MIN,30,21.25,4500,0,0,,,0.00,0.00,100,,0,0,,
C.J. Ham,RB,MIN,@ GB,27,23.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Joe Kerridge,RB,GB,vs MIN,30,21.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Joel Bouagnon,RB,GB,vs MIN,30,21.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Stacy Coley,WR,MIN,@ GB,24,23.25,4500,0,0,0.0,,0.00,0.00,100,,0,0,0.00,
Robert Tonyan,TE,GB,vs MIN,9,21.25,4500,0,0,,,0.00,0.00,100,,0,0,,
J'Mon Moore,WR,GB,vs MIN,5,21.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Equanimeous St. Brown,WR,GB,vs MIN,5,21.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Marquez Valdes-Scantling,WR,GB,vs MIN,5,21.25,4500,0,0,,0.0,0.00,0.00,100,,0,0,0.80,0.2
Jeff Badet,WR,MIN,@ GB,24,23.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Chad Beebe,WR,MIN,@ GB,24,23.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Mike Boone,RB,MIN,@ GB,27,23.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Roc Thomas,RB,MIN,@ GB,27,23.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Brandon Zylstra,WR,MIN,@ GB,24,23.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Jeff Janis,WR,CLE,@ NO,18,20.75,4500,0,8.7,0.6,,0.00,0.00,100,,0,0,,
Zach Line,RB,NO,vs CLE,26,29.75,4500,0,0,,0.0,0.00,0.00,100,,0,0,0.90,0.2
Tommylee Lewis,WR,NO,vs CLE,12,29.75,4500,0,3.6,1.4,0.0,0.00,0.00,100,,0,0,0.00,
Jonathan Williams,RB,NO,vs CLE,26,29.75,4500,0.8,6.6,,0.0,3.11,3.11,100,,0,0.7,-0.10,
Ricardo Louis,WR,CLE,@ NO,18,20.75,4500,0,4.4,3.5,,0.00,0.00,100,,3,0,,
Dwayne Washington,RB,NO,vs CLE,26,29.75,4500,0,3,1.4,,0.00,0.00,100,,38,0,,
Danny Vitale,RB,CLE,@ NO,23,20.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Kelvin Taylor,RB,CLE,@ NO,23,20.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Austin Carr,WR,NO,vs CLE,12,29.75,4500,5,5,,3.0,5.02,5.02,100,,0,1.1,0.00,
Josh Rounds,RB,CLE,@ NO,23,20.75,4500,0,0,,,0.00,0.00,100,,0,0,,
C.J. Board,WR,CLE,@ NO,18,20.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Matthew Dayes,RB,CLE,@ NO,23,20.75,4500,0,1.4,0.6,,0.00,0.00,100,,0,0,,
Dan Arnold,TE,NO,vs CLE,6,29.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Evan Berry,WR,CLE,@ NO,18,20.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Antonio Callaway,WR,CLE,@ NO,18,20.75,4500,3.4,3.4,,0.0,3.44,3.44,100,,0,0.8,16.30,3.6
Dontrell Hilliard,RB,CLE,@ NO,23,20.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Damion Ratley,WR,CLE,@ NO,18,20.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Da'Mari Scott,WR,CLE,@ NO,18,20.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Derrick Willies,WR,CLE,@ NO,18,20.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Keith Kirkwood,WR,NO,vs CLE,12,29.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Boston Scott,RB,NO,vs CLE,26,29.75,4500,1.8,1.8,,,1.82,1.82,100,,0,0.4,,
Senorise Perry,RB,MIA,@ NYJ,14,20.00,4500,0,1.1,0.8,,0.00,0.00,100,,0,0,,
Jets,DST,NYJ,vs MIA,11,20.00,4500,2.5,15,4.5,23.0,7.52,7.52,100,,6,1.7,9.00,2
Eric Tomlinson,TE,NYJ,vs MIA,7,23.00,4500,0.2,6.5,2.8,1.2,2.73,2.73,100,,4,0.6,2.90,0.6
Leonte Carroo,WR,MIA,@ NYJ,13,20.00,4500,0,4.7,2.6,,0.00,0.00,100,,0,0,,
Charone Peake,WR,NYJ,vs MIA,4,23.00,4500,0,2.7,0.8,,0.00,0.00,100,,25,0,,
Tanner McEvoy,WR,MIA,@ NYJ,13,20.00,4500,0,5.4,1.5,,0.00,0.00,100,,0,0,,
Jakeem Grant,WR,MIA,@ NYJ,13,20.00,4500,0,9.7,2.5,12.3,3.08,3.08,100,,0,0.7,4.20,0.9
Isaiah Ford,WR,MIA,@ NYJ,13,20.00,4500,0,0,,,0.00,0.00,100,,0,0,,
ArDarius Stewart,WR,NYJ,vs MIA,4,23.00,4500,0,2.3,1.2,,0.00,0.00,100,,0,0,,
Lawrence Thomas,RB,NYJ,vs MIA,10,23.00,4500,0,0,0.0,,0.00,0.00,100,,0,0,,
Kalen Ballage,RB,MIA,@ NYJ,14,20.00,4500,1.5,1.5,,,1.48,1.48,100,,0,0.3,,
Trenton Cannon,RB,NYJ,vs MIA,10,23.00,4500,0,0,,2.6,0.00,0.00,100,,0,0,,
Deontay Burnett,WR,NYJ,vs MIA,4,23.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Anthony Sherman,RB,KC,@ PIT,5,24.00,4500,0,3.5,,10.1,0.00,0.00,100,,0,0,,
Damien Williams,RB,KC,@ PIT,5,24.00,4500,0,6,5.0,0.0,0.00,0.00,100,,0,0,0.70,0.2
Darrius Heyward-Bey,WR,PIT,vs KC,7,28.00,4500,0,6.6,2.5,,0.00,0.00,100,,0,0,,
De'Anthony Thomas,WR,KC,@ PIT,15,24.00,4500,0,5,2.4,6.6,0.00,0.00,100,,0,0,0.00,
Justin Hunter,WR,PIT,vs KC,7,28.00,4500,0,5.9,2.1,1.1,0.00,0.00,100,,24,0,,
Stevan Ridley,RB,PIT,vs KC,6,28.00,4500,0,9.7,8.4,,1.42,1.42,100,,0,0.3,1.20,0.3
Chris Conley,WR,KC,@ PIT,15,24.00,4500,0,7.7,4.6,2.0,2.94,2.94,100,,27,0.7,6.70,1.5
Tevin Jones,WR,PIT,vs KC,7,28.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Roosevelt Nix,RB,PIT,vs KC,6,28.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Ryan Switzer,WR,PIT,vs KC,7,28.00,4500,0,2.9,0.7,0.8,0.00,0.00,100,,0,0,2.40,0.5
Gehrig Dieter,WR,KC,@ PIT,15,24.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Marcus Kemp,WR,KC,@ PIT,15,24.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Trey Griffey,WR,PIT,vs KC,7,28.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Josh Crockett,WR,KC,@ PIT,15,24.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Darrel Williams,RB,KC,@ PIT,5,24.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Jaylen Samuels,RB,PIT,vs KC,6,28.00,4500,2,2,,,2.02,2.02,100,,0,0.4,,
Jacquizz Rodgers,RB,TB,vs PHI,17,21.75,4500,0,11.4,2.8,0.8,4.46,4.46,100,,0,1,5.10,1.1
Markus Wheaton,WR,PHI,@ TB,32,24.75,4500,0,8.9,0.9,,0.00,0.00,100,,2,0,,
Freddie Martino,WR,TB,vs PHI,29,21.75,4500,0,5,2.4,0.0,0.00,0.00,100,,0,0,,
DeAndre Carter,WR,PHI,@ TB,32,24.75,4500,0,0,,1.5,0.00,0.00,100,,0,0,,
