Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,2017 Avg,2018 Avg,FC Proj,My Proj,Exp.,Used,Con.,Value,Actual Score,Actual Val
Marquez Valdes-Scantling,WR,GB,vs SF,3,27.50,5500,3.5,19,,4.3,9.70,9.70,100,,0,1.8,11.80,2.1
Tyrell Williams,WR,LAC,@ CLE,6,23.00,5400,0.6,15.9,7.3,6.6,6.70,6.70,100,,31,1.2,25.40,4.7
Anthony Miller,WR,CHI,@ MIA,5,23.75,5400,3.9,9.6,,5.3,6.18,6.18,100,,57,1.1,9.40,1.7
Christian Kirk,WR,ARI,@ MIN,18,16.50,5400,3.8,18.1,,8.0,9.51,9.51,100,,29,1.8,10.70,2
Cole Beasley,WR,DAL,vs JAC,7,18.25,5400,1.6,15.6,4.9,5.6,7.19,7.19,100,,15,1.3,26.60,4.9
Willie Snead,WR,BAL,@ TEN,21,22.75,5400,2.3,17.6,1.5,8.6,8.44,8.44,100,,25,1.6,9.50,1.8
Chris Ivory,RB,BUF,@ HOU,3,15.00,5300,0,13.7,5.0,6.1,4.41,4.41,100,,26,0.8,1.40,0.3
Frank Gore,RB,MIA,vs CHI,17,16.75,5300,0.4,13.9,9.9,6.2,5.79,5.79,100,,48,1.1,12.40,2.3
Phillip Dorsett,WR,NE,vs KC,15,31.25,5300,0.9,10.9,2.9,8.1,4.91,4.91,100,,13,0.9,,
Kyle Juszczyk,RB,SF,@ GB,14,18.50,5300,1.8,11.5,,6.8,5.68,5.68,100,,43,1.1,2.50,0.5
Pierre Garcon,WR,SF,@ GB,30,18.50,5300,2.1,14.3,8.8,5.4,6.96,6.96,100,,44,1.3,5.70,1.1
Jamaal Williams,RB,GB,vs SF,10,27.50,5300,0,19.8,9.3,5.9,7.62,7.62,100,,4,1.4,4.40,0.8
Jordan Matthews,WR,PHI,@ NYG,12,23.25,5200,0,14.3,4.5,5.4,3.94,3.94,100,,27,0.8,3.60,0.7
Jesse James,TE,PIT,@ CIN,8,24.25,5200,0,11.1,5.2,7.4,3.78,3.78,100,,2,0.7,5.10,1
Jack Doyle,TE,IND,@ NYJ,27,22.75,5200,0,7.7,8.6,5.3,0.00,0.00,100,,12,0,,
Rashaad Penny,RB,SEA,@ OAK,27,25.50,5200,1.1,6.6,,3.7,3.26,3.26,100,,41,0.6,8.00,1.5
C.J. Uzomah,TE,CIN,vs PIT,32,25.25,5100,4,11,2.2,4.4,6.81,6.81,100,,24,1.3,8.40,1.6
Rashard Higgins,WR,CLE,vs LAC,32,24.00,5100,0,7.2,3.9,7.7,0.00,0.00,100,,0,0,,
Aldrick Robinson,WR,MIN,vs ARI,16,26.50,5100,0,10,3.4,5.9,3.40,3.40,100,,0,0.7,0.00,
Zach Pascal,WR,IND,@ NYJ,22,22.75,5100,0,10.5,,3.9,2.37,2.37,100,,0,0.5,6.80,1.3
Doug Martin,RB,OAK,vs SEA,6,22.50,5100,0,13.2,6.5,2.2,3.04,3.04,100,,23,0.6,1.30,0.3
Josh Reynolds,WR,LAR,@ DEN,29,28.50,5100,0,5.3,2.7,3.0,0.00,0.00,100,,0,0,0.30,0.1
Equanimeous St. Brown,WR,GB,vs SF,3,27.50,5100,3.9,3.9,,10.4,3.92,3.92,100,,0,0.8,2.40,0.5
Darren Sproles,RB,PHI,@ NYG,26,23.25,5000,0,8.3,5.0,5.2,0.00,0.00,100,,36,0,,
Corey Clement,RB,PHI,@ NYG,26,23.25,5000,0.7,16.7,6.8,9.5,7.11,7.11,100,,11,1.4,14.40,2.9
Ito Smith,RB,ATL,vs TB,22,30.00,5000,5,12,,7.7,7.77,7.77,100,,64,1.6,9.10,1.8
John Ross,WR,CIN,vs PIT,25,25.25,5000,0,6.6,-0.3,5.8,0.00,0.00,100,,0,0,,
James Washington,WR,PIT,@ CIN,2,24.25,5000,2.6,9.9,,3.4,5.54,5.54,100,,15,1.1,0.00,
Antonio Gates,TE,LAC,@ CLE,11,23.00,5000,0,15.7,4.0,4.6,5.32,5.32,100,,19,1.1,1.00,0.2
DeVante Parker,WR,MIA,vs CHI,14,16.75,5000,0.7,13.7,7.8,5.0,5.90,5.90,100,,38,1.2,0.00,
Laquon Treadwell,WR,MIN,vs ARI,16,26.50,5000,1.9,8.2,2.1,5.5,4.40,4.40,100,,7,0.9,5.80,1.2
Ricky Seals-Jones,TE,ARI,@ MIN,9,16.50,5000,0,14.5,5.5,4.7,5.76,5.76,100,,0,1.2,9.40,1.9
Chase Edmonds,RB,ARI,@ MIN,24,16.50,5000,0.1,6.9,,2.5,2.81,2.81,100,,0,0.6,0.40,0.1
Brandon Marshall,WR,SEA,@ OAK,8,25.50,5000,0,15.4,1.4,4.7,3.06,3.06,100,,11,0.6,1.60,0.3
Jalen Richard,RB,OAK,vs SEA,6,22.50,5000,1.3,13.3,4.5,7.1,6.08,6.08,100,,14,1.2,8.60,1.7
Malcolm Brown,RB,LAR,@ DEN,2,28.50,5000,0,5.5,3.5,4.7,1.72,1.72,100,,7,0.3,2.40,0.5
Tavon Austin,WR,DAL,vs JAC,7,18.25,5000,0,13.3,2.6,6.3,4.13,4.13,100,,10,0.8,2.40,0.5
Rod Smith,RB,DAL,vs JAC,32,18.25,5000,1,3,,1.4,1.79,1.79,100,,0,0.4,0.40,0.1
Taywan Taylor,WR,TEN,vs BAL,26,20.75,5000,4.7,14.2,2.4,5.9,8.52,8.52,100,,0,1.7,1.80,0.4
Ty Montgomery,RB,GB,vs SF,10,27.50,5000,0.1,18.4,10.0,6.1,7.44,7.44,100,,9,1.5,9.20,1.8
Antonio Callaway,WR,CLE,vs LAC,32,24.00,4900,2.8,16.6,,6.2,8.34,8.34,100,,11,1.7,3.90,0.8
Nick Chubb,RB,CLE,vs LAC,15,24.00,4900,0,16.6,,5.4,3.69,3.69,100,,0,0.8,2.50,0.5
Albert Wilson,WR,MIA,vs CHI,14,16.75,4900,2.9,15.6,7.0,9.7,7.97,7.97,100,,14,1.6,30.00,6.1
Jordan Wilkins,RB,IND,@ NYJ,9,22.75,4900,1.5,7.5,,4.7,3.87,3.87,100,,49,0.8,,
Nick Vannett,TE,SEA,@ OAK,25,25.50,4900,0,3.8,3.1,3.4,0.00,0.00,100,,14,0,,
DJ Moore,WR,CAR,@ WAS,23,22.75,4900,2.7,15.4,,5.5,7.75,7.75,100,,7,1.6,5.70,1.2
Devontae Booker,RB,DEN,vs LAR,7,21.50,4900,0,11.5,5.9,4.3,4.01,4.01,100,,24,0.8,3.90,0.8
Allen Hurns,WR,DAL,vs JAC,7,18.25,4900,0,15.8,7.1,3.7,5.63,5.63,100,,21,1.1,0.00,
Corey Grant,RB,JAC,@ DAL,29,21.25,4900,0,7.4,3.0,3.0,0.00,0.00,100,,0,0,,
Raheem Mostert,RB,SF,@ GB,14,18.50,4900,0,1.2,0.3,0.4,0.00,0.00,100,,0,0,8.70,1.8
Travis Benjamin,WR,LAC,@ CLE,6,23.00,4800,0,10.2,7.1,1.6,0.00,0.00,100,,3,0,,
Duke Johnson,RB,CLE,vs LAC,15,24.00,4800,1.3,13.1,11.2,5.1,6.03,6.03,100,,45,1.3,12.90,2.7
Kelvin Benjamin,WR,BUF,@ HOU,31,15.00,4800,0.9,17,7.5,4.1,7.35,7.35,100,,33,1.5,5.30,1.1
Seth Roberts,WR,OAK,vs SEA,1,22.50,4800,0.3,11.8,4.6,5.4,4.87,4.87,100,,15,1,5.60,1.2
Will Dissly,TE,SEA,@ OAK,25,25.50,4800,0,11,,7.9,0.00,0.00,100,,8,0,,
Rams,DST,LAR,@ DEN,3,21.50,4800,1.8,20.1,9.5,10.0,9.12,9.12,100,,13,1.9,5.00,1
Courtland Sutton,WR,DEN,vs LAR,27,21.50,4800,5.2,11.2,,5.4,7.56,7.56,100,,56,1.6,7.30,1.5
Khadarel Hodge,WR,LAR,@ DEN,29,28.50,4800,0,0,,1.9,0.00,0.00,100,,0,0,,
Niles Paul,TE,JAC,@ DAL,23,21.25,4800,0,9.9,1.5,3.7,3.91,3.91,100,,0,0.8,-0.30,
Mark Walton,RB,CIN,vs PIT,11,25.25,4700,1.6,5.9,,3.0,3.34,3.34,100,,0,0.7,-0.20,
Texans,DST,HOU,vs BUF,12,15.00,4700,3.4,19.1,5.1,6.4,9.66,9.66,100,,17,2.1,20.00,4.3
Brandon Bolden,RB,MIA,vs CHI,17,16.75,4700,0,6,4.2,,0.00,0.00,100,,0,0,,
Terrelle Pryor,WR,NYJ,vs IND,9,24.75,4700,0,15.2,5.0,5.7,5.19,5.19,100,,16,1.1,14.20,3
Erik Swoope,TE,IND,@ NYJ,27,22.75,4700,0,7.5,,5.0,2.13,2.13,100,,25,0.5,6.70,1.4
David Moore,WR,SEA,@ OAK,8,25.50,4700,0,17.5,,7.4,6.51,6.51,100,,1,1.4,12.20,2.6
C.J. Anderson,RB,CAR,@ WAS,21,22.75,4700,0,16.6,10.1,4.3,3.87,3.87,100,,21,0.8,,
Jarius Wright,WR,CAR,@ WAS,23,22.75,4700,0,10.4,3.9,5.9,3.77,3.77,100,,10,0.8,0.80,0.2
Curtis Samuel,WR,CAR,@ WAS,23,22.75,4700,0.1,8.1,3.2,10.7,3.30,3.30,100,,20,0.7,0.00,
Deonte Thompson,WR,DAL,vs JAC,7,18.25,4700,0,10,5.3,3.1,2.91,2.91,100,,0,0.6,0.60,0.1
Jaguars,DST,JAC,@ DAL,8,18.25,4700,1.4,19.2,12.2,7.6,8.52,8.52,100,,4,1.8,-1.00,
Cordarrelle Patterson,WR,NE,vs KC,15,31.25,4700,0.4,12.1,4.4,6.0,5.05,5.05,100,,0,1.1,2.10,0.4
Wayne Gallman,RB,NYG,vs PHI,12,22.25,4600,0,9.3,6.8,2.0,3.12,3.12,100,,27,0.7,5.20,1.1
Dallas Goedert,TE,PHI,@ NYG,21,23.25,4600,0,14.2,,5.7,4.46,4.46,100,,0,1,1.20,0.3
Justin Hardy,WR,ATL,vs TB,20,30.00,4600,0,4.7,4.2,0.2,0.00,0.00,100,,11,0,4.80,1
Adam Humphries,WR,TB,@ ATL,28,27.00,4600,1.4,11.4,6.1,4.3,5.39,5.39,100,,31,1.2,9.70,2.1
Vance McDonald,TE,PIT,@ CIN,8,24.25,4600,1.9,15.6,4.4,7.8,7.38,7.38,100,,0,1.6,10.30,2.2
Thomas Rawls,RB,CIN,vs PIT,11,25.25,4600,0,13.1,3.1,,0.00,0.00,100,,0,0,,
Charles Clay,TE,BUF,@ HOU,6,15.00,4600,0.2,13,6.8,2.9,5.30,5.30,100,,26,1.2,4.00,0.9
Danny Amendola,WR,MIA,vs CHI,14,16.75,4600,1,16,9.4,4.6,6.95,6.95,100,,6,1.5,9.90,2.2
Jakeem Grant,WR,MIA,vs CHI,14,16.75,4600,0.4,13.4,2.5,9.0,5.62,5.62,100,,0,1.2,4.70,1
Vikings,DST,MIN,vs ARI,17,16.50,4600,2.8,19,7.2,6.4,9.25,9.25,100,,20,2,9.00,2
J.J. Nelson,WR,ARI,@ MIN,18,16.50,4600,0,10.1,4.9,0.3,0.00,0.00,100,,0,0,1.40,0.3
Jermaine Kearse,WR,NYJ,vs IND,9,24.75,4600,0,14,9.0,2.7,5.44,5.44,100,,17,1.2,13.90,3
De'Angelo Henderson,RB,NYJ,vs IND,23,24.75,4600,0,7.4,4.0,,0.00,0.00,100,,0,0,,
Brandon LaFell,WR,OAK,vs SEA,1,22.50,4600,0,9.2,6.2,,0.00,0.00,100,,28,0,,
C.J. Prosise,RB,SEA,@ OAK,27,25.50,4600,0,9.2,3.5,3.7,0.00,0.00,100,,5,0,,
Torrey Smith,WR,CAR,@ WAS,23,22.75,4600,0,13.5,5.3,4.1,4.18,4.18,100,,9,0.9,14.80,3.2
Josh Doctson,WR,WAS,vs CAR,17,21.75,4600,2.6,11.8,6.8,2.4,6.28,6.28,100,,37,1.4,3.50,0.8
Austin Seferian-Jenkins,TE,JAC,@ DAL,23,21.25,4600,0,7.1,5.9,4.1,0.00,0.00,100,,15,0,,
Brice Butler,WR,DAL,vs JAC,7,18.25,4600,0,6.2,4.8,,0.00,0.00,100,,0,0,,
Michael Gallup,WR,DAL,vs JAC,7,18.25,4600,3.7,7.9,,2.2,5.36,5.36,100,,23,1.2,3.20,0.7
D.J. Chark,WR,JAC,@ DAL,13,21.25,4600,0,7.1,,2.2,2.10,2.10,100,,0,0.5,0.00,
Spencer Ware,RB,KC,@ NE,5,28.25,4600,0,14.5,,2.2,3.97,3.97,100,,30,0.9,2.40,0.5
Demarcus Robinson,WR,KC,@ NE,4,28.25,4600,0,8.3,4.1,2.7,2.91,2.91,100,,5,0.6,,
Dante Pettis,WR,SF,@ GB,30,18.50,4600,0,8.1,,4.3,0.00,0.00,100,,0,0,,
Cody Latimer,WR,NYG,vs PHI,24,22.25,4500,0,8.4,4.7,2.4,3.15,3.15,100,,0,0.7,6.70,1.5
Kamar Aiken,WR,PHI,@ NYG,12,23.25,4500,0,7.7,1.6,4.2,0.00,0.00,100,,0,0,,
Russell Shepard,WR,NYG,vs PHI,24,22.25,4500,0,5.3,2.8,2.7,0.00,0.00,100,,0,0,,
DeAndre Carter,WR,PHI,@ NYG,12,23.25,4500,0,1.1,,0.5,0.00,0.00,100,,0,0,1.60,0.4
Braxton Miller,WR,PHI,@ NYG,12,23.25,4500,0,4.7,3.2,,0.00,0.00,100,,0,0,,
Elijhaa Penny,RB,NYG,vs PHI,12,22.25,4500,0,4.5,4.3,,0.00,0.00,100,,30,0,,
Jhurell Pressley,RB,NYG,vs PHI,12,22.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Alonzo Russell,WR,NYG,vs PHI,24,22.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Amba Etta-Tawo,WR,NYG,vs PHI,24,22.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Shelton Gibson,WR,PHI,@ NYG,12,23.25,4500,0,5.3,2.1,1.8,1.98,1.98,100,,0,0.4,,
Stacy Coley,WR,NYG,vs PHI,24,22.25,4500,0,0,0.0,0.0,0.00,0.00,100,,0,0,,
Dorren Miller,WR,PHI,@ NYG,12,23.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Jawill Davis,WR,NYG,vs PHI,24,22.25,4500,0,2.7,,1.9,0.00,0.00,100,,0,0,0.00,
Garrett Dickerson,TE,NYG,vs PHI,7,22.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Robert Martin,RB,NYG,vs PHI,12,22.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Josh Adams,RB,PHI,@ NYG,26,23.25,4500,0.7,4.7,,1.5,2.33,2.33,100,,0,0.5,,
Jacquizz Rodgers,RB,TB,@ ATL,18,27.00,4500,0,9.8,2.8,2.2,3.03,3.03,100,,0,0.7,0.00,
Cameron Brate,TE,TB,@ ATL,17,27.00,4500,0.8,15.1,7.4,7.1,6.50,6.50,100,,22,1.4,8.00,1.8
Marvin Hall,WR,ATL,vs TB,20,30.00,4500,0,6.8,2.2,2.2,2.13,2.13,100,,0,0.5,0.00,
Dare Ogunbowale,RB,TB,@ ATL,18,27.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Brian Hill,RB,ATL,vs TB,22,30.00,4500,0,3,2.8,,0.00,0.00,100,,29,0,,
Ricky Ortiz,RB,ATL,vs TB,22,30.00,4500,0,0,,0.0,0.00,0.00,100,,0,0,,
Bobo Wilson,WR,TB,@ ATL,28,27.00,4500,0,5.6,3.0,,0.00,0.00,100,,0,0,,
Russell Gage,WR,ATL,vs TB,20,30.00,4500,0,0,,,0.00,0.00,100,,0,0,1.40,0.3
Devin Gray,WR,ATL,vs TB,20,30.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Justin Watson,WR,TB,@ ATL,28,27.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Shaun Wilson,RB,TB,@ ATL,18,27.00,4500,0,0.9,,1.1,0.00,0.00,100,,45,0,,
Darrius Heyward-Bey,WR,PIT,@ CIN,2,24.25,4500,0,6.6,2.5,,0.00,0.00,100,,0,0,,
Justin Hunter,WR,PIT,@ CIN,2,24.25,4500,0,5.9,2.1,1.1,0.00,0.00,100,,24,0,0.00,
Stevan Ridley,RB,PIT,@ CIN,30,24.25,4500,0,7.8,8.4,1.3,0.00,0.00,100,,0,0,0.20,0
Tyler Kroft,TE,CIN,vs PIT,32,25.25,4500,0,8,6.9,1.1,0.00,0.00,100,,0,0,,
Tevin Jones,WR,PIT,@ CIN,2,24.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Alex Erickson,WR,CIN,vs PIT,25,25.25,4500,0.8,6.5,1.9,1.2,3.05,3.05,100,,0,0.7,1.80,0.4
Cody Core,WR,CIN,vs PIT,25,25.25,4500,0,5.7,0.0,,0.00,0.00,100,,0,0,0.00,
Moritz Boehringer,WR,CIN,vs PIT,25,25.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Roosevelt Nix,RB,PIT,@ CIN,30,24.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Ryan Switzer,WR,PIT,@ CIN,2,24.25,4500,0.6,7.1,0.7,3.9,3.16,3.16,100,,0,0.7,1.20,0.3
Josh Malone,WR,CIN,vs PIT,25,25.25,4500,0,4.4,1.7,0.9,0.00,0.00,100,,0,0,,
Kermit Whitfield,WR,CIN,vs PIT,25,25.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Trey Griffey,WR,PIT,@ CIN,2,24.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Quinton Flowers,RB,CIN,vs PIT,11,25.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Auden Tate,WR,CIN,vs PIT,25,25.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Jaylen Samuels,RB,PIT,@ CIN,30,24.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Rod Streater,WR,CLE,vs LAC,32,24.00,4500,0,8.1,,-1.1,1.35,1.35,100,,0,0.3,,
Geremy Davis,WR,LAC,@ CLE,6,23.00,4500,0,1.2,,,0.00,0.00,100,,0,0,,
Derek Watt,RB,LAC,@ CLE,20,23.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Andre Patton,WR,LAC,@ CLE,6,23.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Dontrell Hilliard,RB,CLE,vs LAC,15,24.00,4500,0,0,,,0.00,0.00,100,,0,0,0.00,
Damion Ratley,WR,CLE,vs LAC,32,24.00,4500,1.5,1.5,,,1.50,1.50,100,,0,0.3,11.20,2.5
Da'Mari Scott,WR,CLE,vs LAC,32,24.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Derrick Willies,WR,CLE,vs LAC,32,24.00,4500,0,0,,7.6,0.00,0.00,100,,0,0,,
Dylan Cantrell,WR,LAC,@ CLE,6,23.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Justin Jackson,RB,LAC,@ CLE,20,23.00,4500,0,0,,,0.00,0.00,100,,0,0,1.70,0.4
J.J. Jones,WR,LAC,@ CLE,6,23.00,4500,0,1.4,,-0.7,0.00,0.00,100,,0,0,,
Detrez Newsome,RB,LAC,@ CLE,20,23.00,4500,0,0,,0.0,0.00,0.00,100,,0,0,,
Andre Holmes,WR,BUF,@ HOU,31,15.00,4500,0,10.4,3.7,1.6,2.40,2.40,100,,0,0.5,2.50,0.6
Patrick DiMarco,RB,BUF,@ HOU,3,15.00,4500,0,0,,2.9,0.00,0.00,100,,0,0,,
Ryan Griffin,TE,HOU,vs BUF,2,25.00,4500,2.2,11.7,5.1,3.8,6.02,6.02,100,,14,1.3,0.00,
Sammie Coates,WR,HOU,vs BUF,19,25.00,4500,0,9.3,2.0,0.9,0.00,0.00,100,,0,0,,
Marcus Murphy,RB,BUF,@ HOU,3,15.00,4500,0,3.2,5.8,2.9,0.00,0.00,100,,0,0,,
Taiwan Jones,RB,BUF,@ HOU,3,15.00,4500,0,1.2,0.8,0.0,0.00,0.00,100,,0,0,0.00,
Tyler Ervin,RB,HOU,vs BUF,19,25.00,4500,0,2.1,2.3,0.3,0.00,0.00,100,,0,0,0.00,
Hunter Sharp,WR,BUF,@ HOU,31,15.00,4500,0,6.5,4.6,,0.00,0.00,100,,7,0,,
Malachi Dupre,WR,HOU,vs BUF,19,25.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Zay Jones,WR,BUF,@ HOU,31,15.00,4500,2.9,11.9,4.0,4.6,6.46,6.46,100,,14,1.4,11.00,2.4
Isaac Whitney,WR,HOU,vs BUF,19,25.00,4500,0,0,0.0,,0.00,0.00,100,,0,0,,
Buddy Howell,RB,HOU,vs BUF,19,25.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Keith Ford,RB,BUF,@ HOU,3,15.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Robert Foster,WR,BUF,@ HOU,31,15.00,4500,0,2.6,,1.0,0.00,0.00,100,,0,0,,
Ray-Ray McCloud,WR,BUF,@ HOU,31,15.00,4500,2,3.2,,0.7,2.46,2.46,100,,29,0.5,-1.30,
Cam Phillips,WR,BUF,@ HOU,31,15.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Vyncint Smith,WR,HOU,vs BUF,19,25.00,4500,0,2.4,,1.7,0.00,0.00,100,,0,0,,
Jester Weah,WR,HOU,vs BUF,19,25.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Benny Cunningham,RB,CHI,@ MIA,13,23.75,4500,0,5.7,3.6,0.5,0.00,0.00,100,,5,0,0.80,0.2
Josh Bellamy,WR,CHI,@ MIA,5,23.75,4500,0,5.9,6.2,3.4,0.00,0.00,100,,9,0,,
Senorise Perry,RB,MIA,vs CHI,17,16.75,4500,0,1.1,0.8,0.0,0.00,0.00,100,,0,0,,
Bears,DST,CHI,@ MIA,14,16.75,4500,4.6,19.8,9.1,14.5,10.66,10.66,100,,12,2.4,5.00,1.1
Kevin White,WR,CHI,@ MIA,5,23.75,4500,0,4.1,1.6,,0.00,0.00,100,,56,0,,
Leonte Carroo,WR,MIA,vs CHI,14,16.75,4500,0,4.7,2.6,,0.00,0.00,100,,0,0,,
Michael Burton,RB,CHI,@ MIA,13,23.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Isaiah Ford,WR,MIA,vs CHI,14,16.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Tanner Gentry,WR,CHI,@ MIA,5,23.75,4500,0,2.3,1.3,,0.00,0.00,100,,0,0,,
Taquan Mizzell,RB,CHI,@ MIA,13,23.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Javon Wims,WR,CHI,@ MIA,5,23.75,4500,0,0,,0.0,0.00,0.00,100,,0,0,,
Ryan Nall,RB,CHI,@ MIA,13,23.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Kalen Ballage,RB,MIA,vs CHI,17,16.75,4500,0,0,,0.3,0.00,0.00,100,,0,0,,
Derrick Coleman,RB,ARI,@ MIN,24,16.50,4500,0,4.2,,0.9,0.00,0.00,100,,0,0,0.20,0
C.J. Ham,RB,MIN,vs ARI,4,26.50,4500,0,0,,,0.00,0.00,100,,0,0,,
Jalen Simmons,RB,ARI,@ MIN,24,16.50,4500,0,0,,,0.00,0.00,100,,0,0,,
T.J. Logan,RB,ARI,@ MIN,24,16.50,4500,0,0,,0.0,0.00,0.00,100,,0,0,,
Chad Williams,WR,ARI,@ MIN,18,16.50,4500,1.9,8.2,1.6,2.7,4.42,4.42,100,,0,1,1.00,0.2
Trent Sherfield,WR,ARI,@ MIN,18,16.50,4500,0,0,,,0.00,0.00,100,,0,0,,
Jalen Tolliver,WR,ARI,@ MIN,18,16.50,4500,0,0,,,0.00,0.00,100,,0,0,,
Jeff Badet,WR,MIN,vs ARI,16,26.50,4500,0,0,,,0.00,0.00,100,,0,0,,
Chad Beebe,WR,MIN,vs ARI,16,26.50,4500,0,0,,,0.00,0.00,100,,0,0,,
Mike Boone,RB,MIN,vs ARI,4,26.50,4500,0,0.9,,0.8,0.00,0.00,100,,25,0,2.00,0.4
Roc Thomas,RB,MIN,vs ARI,4,26.50,4500,0,1.2,,1.2,0.00,0.00,100,,0,0,-0.40,
Brandon Zylstra,WR,MIN,vs ARI,16,26.50,4500,0,0,,0.0,0.00,0.00,100,,0,0,,
Andre Roberts,WR,NYJ,vs IND,9,24.75,4500,0,4.7,0.0,1.4,0.00,0.00,100,,0,0,0.00,
Robert Turbin,RB,IND,@ NYJ,9,22.75,4500,0,5.6,3.6,0.0,0.00,0.00,100,,16,0,-0.20,
Charone Peake,WR,NYJ,vs IND,9,24.75,4500,0,2.7,0.8,,0.00,0.00,100,,25,0,,
Marcus Johnson,WR,IND,@ NYJ,22,22.75,4500,0.9,4.4,0.8,2.3,2.25,2.25,100,,0,0.5,12.20,2.7
ArDarius Stewart,WR,NYJ,vs IND,9,24.75,4500,0,2.3,1.2,,0.00,0.00,100,,0,0,,
Steve Ishmael,WR,IND,@ NYJ,22,22.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Trenton Cannon,RB,NYJ,vs IND,23,24.75,4500,0,0,,2.6,0.00,0.00,100,,0,0,,
Deontay Burnett,WR,NYJ,vs IND,9,24.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Reece Fountain,WR,IND,@ NYJ,22,22.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Dwayne Harris,WR,OAK,vs SEA,1,22.50,4500,0,6.3,0.0,0.5,0.00,0.00,100,,0,0,1.20,0.3
Jaron Brown,WR,SEA,@ OAK,8,25.50,4500,0,9.4,5.8,5.3,3.24,3.24,100,,5,0.7,7.00,1.6
Marcus Lucas,WR,SEA,@ OAK,8,25.50,4500,0,0,,,0.00,0.00,100,,0,0,,
DeAndre Washington,RB,OAK,vs SEA,6,22.50,4500,0,7.5,4.5,,0.00,0.00,100,,0,0,,
Tre Madden,RB,SEA,@ OAK,27,25.50,4500,0,0,,,0.00,0.00,100,,0,0,,
Keenan Reynolds,WR,SEA,@ OAK,8,25.50,4500,0,0,,,0.00,0.00,100,,0,0,,
Johnny Holton,WR,OAK,vs SEA,1,22.50,4500,0,6.6,5.0,,0.00,0.00,100,,0,0,,
Keith Smith,RB,OAK,vs SEA,6,22.50,4500,0,1.2,,1.5,0.00,0.00,100,,0,0,,
Lavon Coleman,RB,SEA,@ OAK,27,25.50,4500,0,0,,,0.00,0.00,100,,0,0,,
Marcell Ateman,WR,OAK,vs SEA,1,22.50,4500,0,0,,,0.00,0.00,100,,0,0,,
Saeed Blacknall,WR,OAK,vs SEA,1,22.50,4500,0,0,,,0.00,0.00,100,,0,0,,
Ryan Yurachek,RB,OAK,vs SEA,6,22.50,4500,0,0,,,0.00,0.00,100,,0,0,,
Caleb Scott,WR,SEA,@ OAK,8,25.50,4500,0,0,,,0.00,0.00,100,,0,0,,
Malik Turner,WR,SEA,@ OAK,8,25.50,4500,0,0,,,0.00,0.00,100,,0,0,,
Brian Quick,WR,WAS,vs CAR,17,21.75,4500,0,8.3,2.1,1.1,0.00,0.00,100,,0,0,2.20,0.5
Michael Floyd,WR,WAS,vs CAR,17,21.75,4500,0,10.4,1.2,,0.00,0.00,100,,1,0,0.00,
Vernon Davis,TE,WAS,vs CAR,16,21.75,4500,0,10.1,6.3,3.3,3.47,3.47,100,,14,0.8,12.30,2.7
Kapri Bibbs,RB,WAS,vs CAR,16,21.75,4500,0,12.3,11.2,3.6,4.50,4.50,100,,0,1,2.20,0.5
DeAndrew White,WR,CAR,@ WAS,23,22.75,4500,0,2.1,1.5,,0.00,0.00,100,,0,0,,
Damiere Byrd,WR,CAR,@ WAS,23,22.75,4500,0,7.5,4.3,0.0,0.00,0.00,100,,0,0,,
Cameron Artis-Payne,RB,CAR,@ WAS,21,22.75,4500,0,9,3.2,,0.00,0.00,100,,0,0,,
