Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,2017 Avg,2018 Avg,FC Proj,My Proj,Exp.,Used,Con.,Value,Actual Score,Actual Val
Jeff Wilson,RB,SF,vs LAR,11,21.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Anthony Sherman,RB,KC,vs CIN,29,31.25,4500,0,3.3,,3.6,0.00,0.00,100,,0,0,,
Damien Williams,RB,KC,vs CIN,29,31.25,4500,0,6,5.0,0.7,0.00,0.00,100,,0,0,,
De'Anthony Thomas,WR,KC,vs CIN,2,31.25,4500,0,4.8,2.4,2.2,0.00,0.00,100,,0,0,,
Tyler Kroft,TE,CIN,@ KC,4,25.25,4500,0,8,6.9,1.1,0.00,0.00,100,,0,0,,
Chris Conley,WR,KC,vs CIN,2,31.25,4500,2.8,10.5,4.6,4.3,5.86,5.86,100,,31,1.3,1.10,0.2
Alex Erickson,WR,CIN,@ KC,23,25.25,4500,1.2,7,1.9,1.3,3.52,3.52,100,,0,0.8,0.40,0.1
Cody Core,WR,CIN,@ KC,23,25.25,4500,0,5.7,0.0,0.0,0.00,0.00,100,,0,0,4.50,1
Moritz Boehringer,WR,CIN,@ KC,23,25.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Josh Malone,WR,CIN,@ KC,23,25.25,4500,0,4.4,1.7,0.9,0.00,0.00,100,,0,0,,
Gehrig Dieter,WR,KC,vs CIN,2,31.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Marcus Kemp,WR,KC,vs CIN,2,31.25,4500,0,0,,1.2,0.00,0.00,100,,0,0,,
Kermit Whitfield,WR,CIN,@ KC,23,25.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Quinton Flowers,RB,CIN,@ KC,25,25.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Auden Tate,WR,CIN,@ KC,23,25.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Josh Crockett,WR,KC,vs CIN,2,31.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Darrel Williams,RB,KC,vs CIN,29,31.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Cody Latimer,WR,NYG,@ ATL,27,24.00,4500,0,5.3,4.7,3.5,0.00,0.00,100,,0,0,,
Russell Shepard,WR,NYG,@ ATL,27,24.00,4500,0,7.7,2.8,2.7,2.46,2.46,100,,0,0.5,,
Elijhaa Penny,RB,NYG,@ ATL,16,24.00,4500,0,4.5,4.3,,0.00,0.00,100,,30,0,0.20,0
Marvin Hall,WR,ATL,vs NYG,15,28.00,4500,0,4.5,2.2,1.8,0.00,0.00,100,,0,0,13.80,3.1
Jhurell Pressley,RB,NYG,@ ATL,16,24.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Alonzo Russell,WR,NYG,@ ATL,27,24.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Kalif Raymond,WR,NYG,@ ATL,27,24.00,4500,0,1.4,-0.1,,0.00,0.00,100,,0,0,,
Brian Hill,RB,ATL,vs NYG,23,28.00,4500,0,3,2.8,,0.00,0.00,100,,29,0,,
Amba Etta-Tawo,WR,NYG,@ ATL,27,24.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Ricky Ortiz,RB,ATL,vs NYG,23,28.00,4500,0,0,,0.0,0.00,0.00,100,,0,0,1.70,0.4
Stacy Coley,WR,NYG,@ ATL,27,24.00,4500,0,0,0.0,0.0,0.00,0.00,100,,0,0,,
Russell Gage,WR,ATL,vs NYG,15,28.00,4500,0,0,,1.4,0.00,0.00,100,,0,0,,
Devin Gray,WR,ATL,vs NYG,15,28.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Jawill Davis,WR,NYG,@ ATL,27,24.00,4500,0,2.6,,1.2,0.00,0.00,100,,0,0,,
Garrett Dickerson,TE,NYG,@ ATL,20,24.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Robert Martin,RB,NYG,@ ATL,16,24.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Jermaine Gresham,TE,ARI,vs DEN,24,20.50,4400,0,9.1,4.3,2.0,3.21,3.21,100,,15,0.7,,
Jaguars,DST,JAC,vs HOU,17,19.25,4400,2.2,20.2,12.2,6.2,9.42,9.42,100,,1,2.1,2.00,0.5
Dallas Goedert,TE,PHI,vs CAR,10,25.00,4400,0,13.7,,4.8,4.56,4.56,100,,0,1,12.30,2.8
Virgil Green,TE,LAC,vs TEN,19,0.00,4300,0,6.9,2.9,4.2,2.58,2.58,100,,9,0.6,0.00,
Josh Hill,TE,NO,@ BAL,13,23.25,4300,0,8.1,3.4,4.5,2.28,2.28,100,,0,0.5,,
Jonnu Smith,TE,TEN,@ LAC,5,0.00,4200,1,7.8,2.7,1.0,3.74,3.74,100,,0,0.9,2.10,0.5
Dwayne Allen,TE,NE,@ CHI,31,25.75,4200,0,11.9,1.6,0.1,3.54,3.54,100,,0,0.8,,
Mo Alie-Cox,TE,IND,vs BUF,2,25.25,4200,0,1.2,,3.1,0.00,0.00,100,,0,0,1.20,0.3
Mike Gesicki,TE,MIA,vs DET,25,22.00,4200,2.8,6.3,,2.7,4.15,4.15,100,,48,1,5.90,1.4
Eagles,DST,PHI,vs CAR,26,20.00,4200,0.6,18.3,10.6,6.2,7.66,7.66,100,,23,1.8,2.00,0.5
Tyler Higbee,TE,LAR,@ SF,17,29.75,4200,0.2,7.2,3.3,3.7,3.03,3.03,100,,0,0.7,0.00,
Broncos,DST,DEN,@ ARI,19,20.50,4100,2.7,17,6.8,5.7,8.40,8.40,100,,32,2,32.00,7.8
Colts,DST,IND,vs BUF,13,18.25,4100,4.2,16.2,5.6,5.2,9.03,9.03,100,,25,2.2,19.00,4.6
Ian Thomas,TE,CAR,@ PHI,6,20.00,4100,0,2.3,,3.1,0.00,0.00,100,,52,0,,
Darren Fells,TE,CLE,@ TB,21,24.75,4100,0,8,3.2,4.2,1.96,1.96,100,,0,0.5,,
Cowboys,DST,DAL,@ WAS,30,19.75,4100,1.8,14.3,7.2,6.7,6.83,6.83,100,,19,1.7,2.00,0.5
Scott Simonson,TE,NYG,@ ATL,20,24.00,4100,0,1.5,,1.4,0.00,0.00,100,,29,0,0.00,
Gabe Holmes,TE,ARI,vs DEN,24,20.50,4000,0,0,0.0,,0.00,0.00,100,,0,0,,
Brian Parker,TE,DEN,@ ARI,27,21.50,4000,0,0.8,,0.0,0.00,0.00,100,,0,0,,
Matt LaCosse,TE,DEN,@ ARI,27,21.50,4000,0.6,3.6,0.0,1.6,1.75,1.75,100,,8,0.4,1.70,0.4
Andrew Vollert,TE,ARI,vs DEN,24,20.50,4000,0,0,,,0.00,0.00,100,,0,0,,
Luke Stocker,TE,TEN,@ LAC,5,0.00,4000,0,5.6,2.8,2.2,1.99,1.99,100,,0,0.5,8.10,2
MyCole Pruitt,TE,TEN,@ LAC,5,0.00,4000,0,2,,,0.00,0.00,100,,13,0,,
Vince Mayle,TE,LAC,vs TEN,19,0.00,4000,0,3.8,1.6,,0.00,0.00,100,,0,0,,
Anthony Firkser,TE,TEN,@ LAC,5,0.00,4000,0,0,,3.5,0.00,0.00,100,,0,0,,
Sean Culkin,TE,LAC,vs TEN,19,0.00,4000,0,0,,,0.00,0.00,100,,0,0,,
Dion Sims,TE,CHI,vs NE,32,23.75,4000,0,5.7,2.6,1.9,0.00,0.00,100,,0,0,0.00,
Daniel Brown,TE,CHI,vs NE,32,23.75,4000,0,3.9,2.4,,0.00,0.00,100,,16,0,,
Stephen Anderson,TE,NE,@ CHI,31,25.75,4000,0,5.3,3.8,,0.00,0.00,100,,0,0,,
Ben Braunecker,TE,CHI,vs NE,32,23.75,4000,0,1.5,,0.0,0.00,0.00,100,,33,0,,
Jacob Hollister,TE,NE,@ CHI,31,25.75,4000,0,2.1,0.7,5.0,0.00,0.00,100,,0,0,,
Logan Thomas,TE,BUF,@ IND,26,18.25,4000,0,4.1,2.9,1.5,0.00,0.00,100,,0,0,,
Ryan Hewitt,TE,IND,vs BUF,2,25.25,4000,0,1.4,1.6,0.0,0.00,0.00,100,,18,0,,
Khari Lee,TE,BUF,@ IND,26,18.25,4000,0,0.8,,1.0,0.00,0.00,100,,0,0,,
Jason Croom,TE,BUF,@ IND,26,18.25,4000,0,6.6,,3.5,2.44,2.44,100,,20,0.6,1.30,0.3
James O'Shaughnessy,TE,JAC,vs HOU,14,22.25,4000,0,3.8,2.0,2.4,0.00,0.00,100,,0,0,,
David Grinnage,TE,JAC,vs HOU,14,22.25,4000,3.4,3.4,,1.2,3.38,3.38,100,,0,0.8,2.70,0.7
Jordan Akins,TE,HOU,@ JAC,9,19.25,4000,2.7,4.7,,2.2,3.47,3.47,100,,64,0.9,,
Jordan Thomas,TE,HOU,@ JAC,9,19.25,4000,0,5.3,,2.8,1.85,1.85,100,,18,0.5,0.00,
Levine Toilolo,TE,DET,@ MIA,1,25.00,4000,0,6.9,2.6,1.1,2.41,2.41,100,,0,0.6,,
AJ Derby,TE,MIA,vs DET,25,22.00,4000,0,5.9,4.1,5.3,0.00,0.00,100,,5,0,,
Jerome Cunningham,TE,DET,@ MIA,1,25.00,4000,0,1.2,,,0.00,0.00,100,,53,0,,
Hakeem Valles,TE,DET,@ MIA,1,25.00,4000,0,0.8,,1.1,0.00,0.00,100,,0,0,,
Michael Roberts,TE,DET,@ MIA,1,25.00,4000,0,4.1,1.3,8.0,0.00,0.00,100,,0,0,18.30,4.6
Durham Smythe,TE,MIA,vs DET,25,22.00,4000,0,0,,0.0,0.00,0.00,100,,0,0,,
Neal Sterling,TE,NYJ,vs MIN,11,21.00,4000,0.2,7.5,2.8,3.3,3.13,3.13,100,,9,0.8,0.00,
Eric Tomlinson,TE,NYJ,vs MIN,11,21.00,4000,0.6,6.1,2.8,2.1,2.82,2.82,100,,15,0.7,0.00,
David Morgan,TE,MIN,@ NYJ,23,24.00,4000,0,3.2,2.6,1.5,0.00,0.00,100,,0,0,,
Cole Hikutini,TE,MIN,@ NYJ,23,24.00,4000,0,0.3,1.3,,0.00,0.00,100,,0,0,,
Jordan Leggett,TE,NYJ,vs MIN,11,21.00,4000,0,8.5,,3.4,2.84,2.84,100,,0,0.7,0.00,
Tyler Conklin,TE,MIN,@ NYJ,23,24.00,4000,0,0,,1.2,0.00,0.00,100,,0,0,,
Chris Manhertz,TE,CAR,@ PHI,6,20.00,4000,0,0.9,0.9,0.7,0.00,0.00,100,,40,0,,
Joshua Perkins,TE,PHI,vs CAR,10,25.00,4000,0,6.2,,4.6,0.00,0.00,100,,2,0,,
Jason Vander Laan,TE,CAR,@ PHI,6,20.00,4000,0,0,,,0.00,0.00,100,,0,0,,
Billy Brown,TE,PHI,vs CAR,10,25.00,4000,0,0,,,0.00,0.00,100,,0,0,,
Orson Charles,TE,CLE,@ TB,21,24.75,4000,0,2.3,2.1,0.4,0.00,0.00,100,,0,0,,
Alan Cross,TE,TB,vs CLE,12,27.75,4000,0,2.4,1.7,0.0,0.00,0.00,100,,0,0,1.10,0.3
Seth DeValve,TE,CLE,@ TB,21,24.75,4000,0,3.9,3.8,3.1,0.00,0.00,100,,30,0,,
Antony Auclair,TE,TB,vs CLE,12,27.75,4000,0,0.5,1.8,1.2,0.00,0.00,100,,80,0,3.00,0.8
Pharaoh Brown,TE,CLE,@ TB,21,24.75,4000,0,0,,,0.00,0.00,100,,0,0,,
Tanner Hudson,TE,TB,vs CLE,12,27.75,4000,0,0,,,0.00,0.00,100,,0,0,,
Maxx Williams,TE,BAL,vs NO,18,26.25,4000,0,7.4,2.3,4.1,2.94,2.94,100,,14,0.7,0.10,0
Darren Waller,TE,BAL,vs NO,18,26.25,4000,0,3.8,,,0.00,0.00,100,,4,0,,
Nick Boyle,TE,BAL,vs NO,18,26.25,4000,1.1,5.1,2.4,3.0,2.69,2.69,100,,38,0.7,1.30,0.3
Garrett Griffin,TE,NO,@ BAL,13,23.25,4000,0,0.6,0.5,,0.00,0.00,100,,0,0,,
Dan Arnold,TE,NO,@ BAL,13,23.25,4000,0,0,,,0.00,0.00,100,,0,0,4.50,1.1
Mark Andrews,TE,BAL,vs NO,18,26.25,4000,0.9,7.4,,4.7,3.51,3.51,100,,45,0.9,7.30,1.8
J.P. Holtz,TE,WAS,vs DAL,29,19.75,4000,0,0,,,0.00,0.00,100,,0,0,,
Blake Jarwin,TE,DAL,@ WAS,28,20.75,4000,0,0.9,,0.3,0.00,0.00,100,,0,0,2.10,0.5
Jeremy Sprinkle,TE,WAS,vs DAL,29,19.75,4000,0,4.5,2.8,0.0,0.00,0.00,100,,0,0,0.00,
Dalton Schultz,TE,DAL,@ WAS,28,20.75,4000,0,0,,,0.00,0.00,100,,0,0,1.70,0.4
Matt Flanagan,TE,WAS,vs DAL,29,19.75,4000,0,0,,,0.00,0.00,100,,0,0,,
Cole Wick,TE,SF,vs LAR,8,21.75,4000,0,1.2,,0.0,0.00,0.00,100,,0,0,,
Henry Krieger-Coble,TE,LAR,@ SF,17,29.75,4000,0,0,,,0.00,0.00,100,,0,0,,
Johnny Mundt,TE,LAR,@ SF,17,29.75,4000,0,0,,,0.00,0.00,100,,0,0,,
Ross Dwelley,TE,SF,vs LAR,8,21.75,4000,0,0,,,0.00,0.00,100,,0,0,,
Demetrius Harris,TE,KC,vs CIN,3,31.25,4000,0.3,7.8,2.9,5.2,3.33,3.33,100,,0,0.8,8.20,2.1
Matt Lengel,TE,CIN,@ KC,4,25.25,4000,0,5.6,,,0.00,0.00,100,,0,0,0.00,
Alex Ellis,TE,KC,vs CIN,3,31.25,4000,0,1.2,,,0.00,0.00,100,,11,0,,
Mason Schreck,TE,CIN,@ KC,4,25.25,4000,0,0,,,0.00,0.00,100,,0,0,,
Jordan Franks,TE,CIN,@ KC,4,25.25,4000,0,0,,,0.00,0.00,100,,0,0,,
David Wells,TE,KC,vs CIN,3,31.25,4000,0,0,,,0.00,0.00,100,,0,0,,
Deon Yelder,TE,KC,vs CIN,3,31.25,4000,0,0,,,0.00,0.00,100,,0,0,,
Logan Paulsen,TE,ATL,vs NYG,16,28.00,4000,0,3.5,0.0,3.8,0.00,0.00,100,,0,0,,
Falcons,DST,ATL,vs NYG,16,24.00,4000,0.7,15.2,7.2,2.3,6.53,6.53,100,,6,1.6,5.00,1.3
Alex Gray,TE,ATL,vs NYG,16,28.00,4000,0,0,,,0.00,0.00,100,,0,0,,
Eric Saubert,TE,ATL,vs NYG,16,28.00,4000,0,0.9,,0.7,0.00,0.00,100,,0,0,1.30,0.3
Jaeden Graham,TE,ATL,vs NYG,16,28.00,4000,0,0,,,0.00,0.00,100,,0,0,,
Cardinals,DST,ARI,vs DEN,4,21.50,3900,1.3,19.3,6.9,8.3,8.52,8.52,100,,16,2.2,0.00,
Buccaneers,DST,TB,vs CLE,29,24.75,3900,2.3,16.8,6.9,2.6,8.05,8.05,100,,13,2.1,7.00,1.8
Lions,DST,DET,@ MIA,14,22.00,3800,3.2,16.7,9.8,6.8,8.58,8.58,100,,25,2.3,4.00,1.1
Bears,DST,CHI,vs NE,1,25.75,3700,1.8,16.8,9.1,12.6,7.75,7.75,100,,13,2.1,3.00,0.8
Jets,DST,NYJ,vs MIN,18,24.00,3700,3.4,15.9,4.5,10.5,8.41,8.41,100,,9,2.3,-3.00,
Panthers,DST,CAR,@ PHI,6,25.00,3700,0.4,18.1,8.2,7.2,7.49,7.49,100,,17,2,6.00,1.6
Saints,DST,NO,@ BAL,8,26.25,3600,0,15.2,8.8,3.8,6.03,6.03,100,,0,1.7,1.00,0.3
Patriots,DST,NE,@ CHI,21,23.75,3500,2.4,14.9,7.3,5.2,7.38,7.38,100,,34,2.1,19.00,5.4
Dolphins,DST,MIA,vs DET,20,25.00,3500,0.1,18.1,5.8,8.8,7.27,7.27,100,,0,2.1,0.00,
Redskins,DST,WAS,vs DAL,12,20.75,3500,4.2,15.4,7.0,6.6,8.69,8.69,100,,27,2.5,13.00,3.7
Titans,DST,TEN,@ LAC,23,0.00,3400,2.1,13.1,6.1,7.5,6.48,6.48,100,,21,1.9,3.00,0.9
Bills,DST,BUF,@ IND,5,25.25,3400,2.5,17.2,6.4,8.3,8.39,8.39,100,,19,2.5,-2.00,
Ravens,DST,BAL,vs NO,11,23.25,3400,0.8,18.8,12.1,10.0,7.95,7.95,100,,15,2.3,3.00,0.9
Chiefs,DST,KC,vs CIN,22,25.25,3300,0,18.5,7.7,6.5,7.38,7.38,100,,17,2.2,14.00,4.2
Browns,DST,CLE,@ TB,28,27.75,3200,2.5,15,4.8,7.7,7.52,7.52,100,,9,2.4,14.00,4.4
Bengals,DST,CIN,@ KC,7,31.25,3100,0.4,12.9,6.4,6.3,5.42,5.42,100,,25,1.7,0.00,
49ers,DST,SF,vs LAR,15,29.75,3000,0,12,5.1,2.8,4.84,4.84,100,,4,1.6,-3.00,
Giants,DST,NYG,@ ATL,9,28.00,3000,0,14.4,5.9,2.7,4.79,4.79,100,,3,1.6,5.00,1.7
