Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,2017 Avg,2018 Avg,FC Proj,My Proj,Exp.,Used,Con.,Value,Actual Score,Actual Val
Albert Wilson,WR,MIA,@ GB,19,19.25,5300,0,8.9,7.0,12.0,0.00,0.00,100,,6,0,,
Danny Amendola,WR,MIA,@ GB,19,19.25,5300,2.7,17.9,9.4,7.7,8.76,8.76,100,,9,1.7,10.70,2
Kenny Stills,WR,MIA,@ GB,19,19.25,5300,2.8,18.8,9.1,8.1,9.23,9.23,100,,23,1.7,3.60,0.7
Nelson Agholor,WR,PHI,vs DAL,14,26.25,5300,2.4,15.9,9.7,8.4,7.78,7.78,100,,18,1.5,10.80,2
Dallas Goedert,TE,PHI,vs DAL,27,26.25,5300,1.9,16.6,,6.5,7.77,7.77,100,,9,1.5,,
Pierre Garcon,WR,SF,vs NYG,23,24.00,5300,0,7.4,8.8,5.8,0.00,0.00,100,,44,0,,
Quincy Enunwa,WR,NYJ,vs BUF,16,22.50,5200,4.1,17.1,,7.0,9.28,9.28,100,,24,1.8,3.80,0.7
Robby Anderson,WR,NYJ,vs BUF,16,22.50,5200,0,10.2,10.5,7.3,0.00,0.00,100,,19,0,,
Jordan Reed,TE,WAS,@ TB,11,24.00,5200,2.8,21.6,7.8,6.8,10.33,10.33,100,,26,2,7.10,1.4
Paul Richardson,WR,WAS,@ TB,17,24.00,5200,0,7.1,8.0,7.0,0.00,0.00,100,,20,0,,
Ronald Jones,RB,TB,vs WAS,12,27.00,5200,0,4.8,,4.2,0.00,0.00,100,,24,0,,
Frank Gore,RB,MIA,@ GB,11,19.25,5200,3.6,16.9,9.9,6.7,8.92,8.92,100,,48,1.7,11.20,2.2
Nick Vannett,TE,SEA,@ LAR,4,21.00,5200,2.7,11.5,3.1,4.8,6.23,6.23,100,,0,1.2,7.30,1.4
Corey Clement,RB,PHI,vs DAL,23,26.25,5200,1.6,17.4,6.8,7.9,7.91,7.91,100,,11,1.5,1.30,0.3
Corey Coleman,WR,NYG,@ SF,8,21.00,5200,0,9,6.0,,0.00,0.00,100,,13,0,1.60,0.3
Curtis Samuel,WR,CAR,@ PIT,31,24.00,5100,0.9,13.4,3.2,8.6,5.90,5.90,100,,4,1.2,1.90,0.4
Dontrelle Inman,WR,IND,vs JAC,4,25.50,5100,2,16,5.3,8.2,7.57,7.57,100,,23,1.5,6.10,1.2
Theo Riddick,RB,DET,@ CHI,24,19.00,5100,3.3,17.5,8.0,5.9,8.98,8.98,100,,32,1.8,9.00,1.8
Vernon Davis,TE,WAS,@ TB,11,24.00,5100,1.9,12.9,6.3,5.2,6.30,6.30,100,,15,1.2,0.00,
Seth Roberts,WR,OAK,vs LAC,13,20.25,5100,2,13.5,4.6,5.7,6.59,6.59,100,,15,1.3,5.40,1.1
Jaron Brown,WR,SEA,@ LAR,21,21.00,5100,0.9,10.9,5.8,6.1,4.93,4.93,100,,9,1,,
Alfred Morris,RB,SF,vs NYG,15,24.00,5100,0,13,5.3,5.4,4.55,4.55,100,,11,0.9,1.90,0.4
Bears,DST,CHI,vs DET,23,19.00,5000,5.5,21.3,9.1,12.1,11.82,11.82,100,,11,2.4,12.00,2.4
Ricky Seals-Jones,TE,ARI,@ KC,3,16.75,5000,1.4,15.1,5.5,4.6,6.88,6.88,100,,0,1.4,7.60,1.5
Kelvin Benjamin,WR,BUF,@ NYJ,20,15.50,5000,1.2,16.9,7.5,5.1,7.48,7.48,100,,32,1.5,0.00,
Jordy Nelson,WR,OAK,vs LAC,13,20.25,5000,0.8,22.6,7.9,8.5,9.51,9.51,100,,32,1.9,0.00,
Martavis Bryant,WR,OAK,vs LAC,13,20.25,5000,0.9,18.9,7.6,5.5,8.05,8.05,100,,30,1.6,3.40,0.7
Marquise Goodwin,WR,SF,vs NYG,23,24.00,5000,3.7,19.2,8.8,8.3,9.91,9.91,100,,0,2,8.90,1.8
Cameron Meredith,WR,NO,@ CIN,2,29.75,4900,0,10.1,,6.6,0.00,0.00,100,,16,0,,
Antonio Callaway,WR,CLE,vs ATL,22,22.50,4900,2.8,14.8,,6.2,7.56,7.56,100,,23,1.5,4.90,1
Jordan Wilkins,RB,IND,vs JAC,31,25.50,4900,0,3.6,,4.4,0.00,0.00,100,,45,0,5.30,1.1
LeGarrette Blount,RB,DET,@ CHI,24,19.00,4900,0,16.8,7.1,5.3,5.86,5.86,100,,19,1.2,0.40,0.1
Spencer Ware,RB,KC,vs ARI,13,32.75,4900,0.2,17.2,,4.3,7.03,7.03,100,,31,1.4,7.80,1.6
Jets,DST,NYJ,vs BUF,17,15.50,4900,5.5,18,4.5,7.8,10.48,10.48,100,,7,2.1,-3.00,
Elijah McGuire,RB,NYJ,vs BUF,21,22.50,4900,4.2,17.9,4.5,8.2,9.68,9.68,100,,0,2,7.20,1.5
Josh Doctson,WR,WAS,@ TB,17,24.00,4900,4.6,13.6,6.8,4.9,8.22,8.22,100,,40,1.7,12.60,2.6
Jesse James,TE,PIT,vs CAR,22,27.00,4800,0.8,12.8,5.2,6.3,5.60,5.60,100,,4,1.2,7.30,1.5
Mark Walton,RB,CIN,vs NO,32,23.75,4800,0.5,4.5,,1.8,2.07,2.07,100,,11,0.4,,
Keelan Cole,WR,JAC,@ IND,3,22.50,4800,2.8,19.5,6.4,6.8,9.49,9.49,100,,0,2,,
Kapri Bibbs,RB,WAS,@ TB,28,24.00,4800,0.5,13.8,11.2,5.5,5.84,5.84,100,,0,1.2,5.10,1.1
Phillip Dorsett,WR,NE,@ TEN,7,26.25,4800,0.1,9.9,2.9,6.6,4.01,4.01,100,,13,0.8,2.80,0.6
Nick Williams,WR,LAR,vs SEA,1,30.00,4800,0,4.2,2.3,0.7,0.00,0.00,100,,0,0,,
Malcolm Brown,RB,LAR,vs SEA,7,30.00,4800,0,5.7,3.5,4.7,1.68,1.68,100,,10,0.4,1.50,0.3
Jordan Matthews,WR,PHI,vs DAL,14,26.25,4800,0,14.4,4.5,6.2,4.20,4.20,100,,27,0.9,5.50,1.1
Tavon Austin,WR,DAL,@ PHI,29,19.25,4800,0,9.2,2.6,5.7,0.00,0.00,100,,9,0,,
Michael Gallup,WR,DAL,@ PHI,29,19.25,4800,2.1,13.6,,4.6,6.72,6.72,100,,0,1.4,4.40,0.9
Bennie Fowler,WR,NYG,@ SF,8,21.00,4800,2.4,11.9,4.8,4.2,6.20,6.20,100,,0,1.3,0.00,
Ryan Grant,WR,IND,vs JAC,4,25.50,4700,2.2,12.2,6.5,7.7,6.24,6.24,100,,9,1.3,1.10,0.2
Erik Swoope,TE,IND,vs JAC,10,25.50,4700,0,5.3,,6.0,0.00,0.00,100,,33,0,,
Michael Roberts,TE,DET,@ CHI,17,19.00,4700,0,13.7,1.3,7.0,5.32,5.32,100,,0,1.1,1.40,0.3
Chase Edmonds,RB,ARI,@ KC,26,16.75,4700,1.4,7.2,,2.4,3.72,3.72,100,,4,0.8,0.70,0.1
Cordarrelle Patterson,WR,NE,@ TEN,7,26.25,4700,1.7,13.5,4.4,6.0,6.40,6.40,100,,0,1.4,1.10,0.2
Chargers,DST,LAC,@ OAK,24,20.25,4700,5.3,20.1,10.3,6.5,11.20,11.20,100,,17,2.4,13.00,2.8
Ed Dickson,TE,SEA,@ LAR,4,21.00,4700,0.7,9.9,4.4,6.2,4.39,4.39,100,,0,0.9,2.90,0.6
Allen Hurns,WR,DAL,@ PHI,29,19.25,4700,1.4,18.2,7.1,4.6,8.12,8.12,100,,21,1.7,5.00,1.1
Rod Smith,RB,DAL,@ PHI,19,19.25,4700,0,1.2,,1.2,0.00,0.00,100,,0,0,2.70,0.6
Kyle Juszczyk,RB,SF,vs NYG,15,24.00,4700,0.8,10.3,,4.6,4.60,4.60,100,,17,1,2.30,0.5
Kendrick Bourne,WR,SF,vs NYG,23,24.00,4700,4,13,3.4,5.2,7.64,7.64,100,,16,1.6,5.30,1.1
Richie James,WR,SF,vs NYG,23,24.00,4700,3.2,10,,1.6,5.93,5.93,100,,0,1.3,0.00,
Jarius Wright,WR,CAR,@ PIT,31,24.00,4600,0,10,3.9,4.7,3.58,3.58,100,,10,0.8,3.70,0.8
James Washington,WR,PIT,vs CAR,6,27.00,4600,2.2,9,,2.7,4.93,4.93,100,,0,1.1,,
Mike Gillislee,RB,NO,@ CIN,14,29.75,4600,0,8.9,7.6,0.9,0.00,0.00,100,,19,0,,
Justin Hardy,WR,ATL,@ CLE,9,27.50,4600,0,4.7,4.2,1.1,0.00,0.00,100,,9,0,1.20,0.3
Rashard Higgins,WR,CLE,vs ATL,22,22.50,4600,2.1,13.9,3.9,7.0,6.81,6.81,100,,0,1.5,9.30,2
Damion Ratley,WR,CLE,vs ATL,22,22.50,4600,0,8.7,,5.1,3.25,3.25,100,,29,0.7,,
Austin Seferian-Jenkins,TE,JAC,@ IND,19,22.50,4600,0,7.1,5.9,4.1,0.00,0.00,100,,15,0,,
Zach Pascal,WR,IND,vs JAC,4,25.50,4600,0,9.4,,3.8,2.05,2.05,100,,0,0.4,,
D.J. Chark,WR,JAC,@ IND,3,22.50,4600,2.5,10.3,,2.8,5.64,5.64,100,,0,1.2,0.00,
Chiefs,DST,KC,vs ARI,26,16.75,4600,4.8,23,7.7,7.6,12.09,12.09,100,,18,2.6,10.00,2.2
J.J. Nelson,WR,ARI,@ KC,28,16.75,4600,0,12.3,4.9,0.9,2.55,2.55,100,,0,0.6,-1.00,
Demarcus Robinson,WR,KC,vs ARI,15,32.75,4600,0.2,8.7,4.1,2.1,3.55,3.55,100,,0,0.8,4.50,1
Jermaine Kearse,WR,NYJ,vs BUF,16,22.50,4600,1.6,15.8,9.0,4.1,7.29,7.29,100,,16,1.6,2.60,0.6
Terrelle Pryor,WR,BUF,@ NYJ,20,15.50,4600,0,15.5,5.0,6.4,5.62,5.62,100,,18,1.2,0.00,
Marcus Murphy,RB,BUF,@ NYJ,22,15.50,4600,0.5,7,5.8,3.3,3.05,3.05,100,,0,0.7,6.90,1.5
Zay Jones,WR,BUF,@ NYJ,20,15.50,4600,2.4,11.4,4.0,5.6,5.96,5.96,100,,22,1.3,19.30,4.2
Trenton Cannon,RB,NYJ,vs BUF,21,22.50,4600,0.4,7.6,,4.4,3.25,3.25,100,,34,0.7,4.00,0.9
Deontay Burnett,WR,NYJ,vs BUF,16,22.50,4600,0,6.6,,3.2,1.38,1.38,100,,0,0.3,,
Kenjon Barner,RB,NE,@ TEN,29,26.25,4600,0,4.6,1.2,1.4,0.89,0.89,100,,0,0.2,,
Taywan Taylor,WR,TEN,vs NE,12,20.25,4600,0,5.4,2.4,4.5,0.00,0.00,100,,0,0,,
Brandon LaFell,WR,OAK,vs LAC,13,20.25,4600,1.5,16.5,6.2,7.5,7.47,7.47,100,,29,1.6,6.70,1.5
Travis Benjamin,WR,LAC,@ OAK,18,30.25,4600,0,15,7.1,1.2,4.80,4.80,100,,0,1,-0.20,
Jakeem Grant,WR,MIA,@ GB,19,19.25,4600,2.1,14.6,2.5,6.9,7.06,7.06,100,,0,1.5,0.00,
C.J. Prosise,RB,SEA,@ LAR,8,21.00,4600,0,9.2,3.5,3.7,0.00,0.00,100,,5,0,-0.30,
Brice Butler,WR,DAL,@ PHI,29,19.25,4600,0,6.2,4.8,0.0,0.00,0.00,100,,0,0,,
Deonte Thompson,WR,DAL,@ PHI,29,19.25,4600,0,6.9,5.3,2.4,0.00,0.00,100,,0,0,,
Geoff Swaim,TE,DAL,@ PHI,7,19.25,4600,0.5,8,1.8,6.0,3.54,3.54,100,,9,0.8,2.80,0.6
Wayne Gallman,RB,NYG,@ SF,9,21.00,4600,0,8.5,6.8,2.2,2.45,2.45,100,,25,0.5,0.30,0.1
Dante Pettis,WR,SF,vs NYG,23,24.00,4600,0,10,,2.9,2.80,2.80,100,,0,0.6,3.20,0.7
C.J. Anderson,RB,CAR,@ PIT,3,24.00,4500,0,12.8,10.1,3.2,0.00,0.00,100,,19,0,-0.10,
Darrius Heyward-Bey,WR,PIT,vs CAR,6,27.00,4500,0,6.6,2.5,,0.00,0.00,100,,0,0,1.40,0.3
Justin Hunter,WR,PIT,vs CAR,6,27.00,4500,0,5.9,2.1,1.2,0.00,0.00,100,,20,0,,
Stevan Ridley,RB,PIT,vs CAR,10,27.00,4500,0,7.7,8.4,0.9,0.00,0.00,100,,0,0,2.60,0.6
DeAndrew White,WR,CAR,@ PIT,31,24.00,4500,0,2.1,1.5,,0.00,0.00,100,,0,0,,
Damiere Byrd,WR,CAR,@ PIT,31,24.00,4500,0,6.9,4.3,0.3,0.00,0.00,100,,0,0,,
Cameron Artis-Payne,RB,CAR,@ PIT,3,24.00,4500,0,9,3.2,,0.00,0.00,100,,0,0,,
Tevin Jones,WR,PIT,vs CAR,6,27.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Mose Frazier,WR,CAR,@ PIT,31,24.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Roosevelt Nix,RB,PIT,vs CAR,10,27.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Ryan Switzer,WR,PIT,vs CAR,6,27.00,4500,1.2,7.4,0.7,3.0,3.66,3.66,100,,0,0.8,4.10,0.9
Alex Armah,RB,CAR,@ PIT,3,24.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Trey Griffey,WR,PIT,vs CAR,6,27.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Reggie Bonnafon,RB,CAR,@ PIT,3,24.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Jaylen Samuels,RB,PIT,vs CAR,10,27.00,4500,0,1.2,,1.0,0.00,0.00,100,,0,0,10.40,2.3
Brandon Tate,WR,NO,@ CIN,2,29.75,4500,0,4.1,1.2,0.0,0.00,0.00,100,,0,0,,
Ted Ginn Jr.,WR,NO,@ CIN,2,29.75,4500,0,10.1,9.7,8.5,0.00,0.00,100,,12,0,,
Thomas Rawls,RB,CIN,vs NO,32,23.75,4500,0,13.1,3.1,,0.00,0.00,100,,0,0,,
Tyler Kroft,TE,CIN,vs NO,23,23.75,4500,0,8,6.9,1.1,0.00,0.00,100,,0,0,,
Zach Line,RB,NO,@ CIN,14,29.75,4500,0,4.1,,1.6,0.00,0.00,100,,0,0,1.30,0.3
Alex Erickson,WR,CIN,vs NO,24,23.75,4500,3.8,9.3,1.9,1.2,5.99,5.99,100,,0,1.3,0.00,
Cody Core,WR,CIN,vs NO,24,23.75,4500,1.5,10.5,0.0,2.3,5.09,5.09,100,,0,1.1,2.70,0.6
Dwayne Washington,RB,NO,@ CIN,14,29.75,4500,0,3,1.4,0.2,0.00,0.00,100,,33,0,4.70,1
Moritz Boehringer,WR,CIN,vs NO,24,23.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Austin Carr,WR,NO,@ CIN,2,29.75,4500,1.5,5,,1.7,2.86,2.86,100,,18,0.6,3.00,0.7
Josh Malone,WR,CIN,vs NO,24,23.75,4500,0,4.4,1.7,0.9,0.00,0.00,100,,0,0,,
Kermit Whitfield,WR,CIN,vs NO,24,23.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Quinton Flowers,RB,CIN,vs NO,32,23.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Auden Tate,WR,CIN,vs NO,24,23.75,4500,0,0,,,0.00,0.00,100,,0,0,0.00,
Keith Kirkwood,WR,NO,@ CIN,2,29.75,4500,0,0,,,0.00,0.00,100,,0,0,5.50,1.2
Boston Scott,RB,NO,@ CIN,14,29.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Rod Streater,WR,CLE,vs ATL,22,22.50,4500,0,6.8,,-1.1,0.00,0.00,100,,0,0,,
Breshad Perriman,WR,CLE,vs ATL,22,22.50,4500,0.9,9.9,1.2,2.2,4.47,4.47,100,,0,1,4.30,1
Marvin Hall,WR,ATL,@ CLE,9,27.50,4500,0.8,11.5,2.2,3.2,5.06,5.06,100,,0,1.1,1.70,0.4
Brian Hill,RB,ATL,@ CLE,25,27.50,4500,0,3,2.8,,0.00,0.00,100,,29,0,0.00,
Ricky Ortiz,RB,ATL,@ CLE,25,27.50,4500,0,1.2,,0.9,0.00,0.00,100,,0,0,,
Russell Gage,WR,ATL,@ CLE,9,27.50,4500,0,0,,1.4,0.00,0.00,100,,0,0,,
Devin Gray,WR,ATL,@ CLE,9,27.50,4500,0,0,,,0.00,0.00,100,,0,0,,
Dontrell Hilliard,RB,CLE,vs ATL,17,22.50,4500,0,2,,0.7,0.00,0.00,100,,0,0,0.10,0
Da'Mari Scott,WR,CLE,vs ATL,22,22.50,4500,0,0,,,0.00,0.00,100,,0,0,,
Derrick Willies,WR,CLE,vs ATL,22,22.50,4500,0,0,,7.6,0.00,0.00,100,,0,0,,
Niles Paul,TE,JAC,@ IND,19,22.50,4500,0,6,1.5,2.9,0.00,0.00,100,,0,0,,
Robert Turbin,RB,IND,vs JAC,31,25.50,4500,0,5.6,3.6,-0.1,0.00,0.00,100,,14,0,,
Tommy Bohanon,RB,JAC,@ IND,30,22.50,4500,0,0.8,,0.7,0.00,0.00,100,,29,0,1.00,0.2
Rashad Greene,WR,JAC,@ IND,3,22.50,4500,0,5.1,,1.4,0.00,0.00,100,,0,0,-0.40,
Marcus Johnson,WR,IND,vs JAC,4,25.50,4500,0,5.3,0.8,4.8,0.00,0.00,100,,0,0,,
Jaydon Mickens,WR,JAC,@ IND,3,22.50,4500,0,7.2,2.1,0.0,0.00,0.00,100,,0,0,,
Bo Scarbrough,RB,JAC,@ IND,30,22.50,4500,0,0,,,0.00,0.00,100,,0,0,,
David Williams,RB,JAC,@ IND,30,22.50,4500,0,0,,0.2,0.00,0.00,100,,0,0,,
Steve Ishmael,WR,IND,vs JAC,4,25.50,4500,0,0,,,0.00,0.00,100,,0,0,,
Allen Lazard,WR,JAC,@ IND,3,22.50,4500,0,0,,,0.00,0.00,100,,0,0,,
Reece Fountain,WR,IND,vs JAC,4,25.50,4500,0,0,,,0.00,0.00,100,,0,0,,
Benny Cunningham,RB,CHI,vs DET,5,26.00,4500,0,5.7,3.6,0.4,0.00,0.00,100,,0,0,,
Josh Bellamy,WR,CHI,vs DET,26,26.00,4500,0,8.7,6.2,2.7,2.87,2.87,100,,5,0.6,,
Kevin White,WR,CHI,vs DET,26,26.00,4500,0,4.5,1.6,4.3,0.00,0.00,100,,46,0,,
TJ Jones,WR,DET,@ CHI,25,19.00,4500,0.4,8.7,4.8,1.9,3.74,3.74,100,,3,0.8,1.70,0.4
Ameer Abdullah,RB,DET,@ CHI,24,19.00,4500,0,7.5,8.0,0.3,0.00,0.00,100,,28,0,,
Michael Burton,RB,CHI,vs DET,5,26.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Tanner Gentry,WR,CHI,vs DET,26,26.00,4500,0,2.3,1.3,,0.00,0.00,100,,0,0,,
Joel Bouagnon,RB,DET,@ CHI,24,19.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Taquan Mizzell,RB,CHI,vs DET,5,26.00,4500,0,0,,1.0,0.00,0.00,100,,0,0,0.00,
Nick Bellore,RB,DET,@ CHI,24,19.00,4500,0,0,0.0,,0.00,0.00,100,,0,0,,
Javon Wims,WR,CHI,vs DET,26,26.00,4500,0,0,,0.0,0.00,0.00,100,,0,0,,
Ryan Nall,RB,CHI,vs DET,5,26.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Chris Lacy,WR,DET,@ CHI,25,19.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Brandon Powell,WR,DET,@ CHI,25,19.00,4500,3.1,3.1,,0.0,3.06,3.06,100,,0,0.7,1.10,0.2
Anthony Sherman,RB,KC,vs ARI,13,32.75,4500,0,3.3,,3.2,0.00,0.00,100,,0,0,0.70,0.2
Damien Williams,RB,KC,vs ARI,13,32.75,4500,0,6,5.0,0.7,0.00,0.00,100,,0,0,,
De'Anthony Thomas,WR,KC,vs ARI,15,32.75,4500,0,4.8,2.4,2.2,0.00,0.00,100,,0,0,,
Derrick Coleman,RB,ARI,@ KC,26,16.75,4500,0,4.1,,0.8,0.00,0.00,100,,0,0,,
Chris Conley,WR,KC,vs ARI,15,32.75,4500,4.2,11.7,4.6,3.7,7.16,7.16,100,,30,1.6,2.70,0.6
Brandon Wilds,RB,ARI,@ KC,26,16.75,4500,0,2,,0.5,0.00,0.00,100,,0,0,,
Jalen Simmons,RB,ARI,@ KC,26,16.75,4500,0,0,,,0.00,0.00,100,,0,0,,
T.J. Logan,RB,ARI,@ KC,26,16.75,4500,0,0,,0.0,0.00,0.00,100,,0,0,2.40,0.5
Chad Williams,WR,ARI,@ KC,28,16.75,4500,0,3.6,1.6,2.9,0.00,0.00,100,,0,0,,
Gehrig Dieter,WR,KC,vs ARI,15,32.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Marcus Kemp,WR,KC,vs ARI,15,32.75,4500,0,0,,1.2,0.00,0.00,100,,0,0,0.00,
Trent Sherfield,WR,ARI,@ KC,28,16.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Jalen Tolliver,WR,ARI,@ KC,28,16.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Josh Crockett,WR,KC,vs ARI,15,32.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Darrel Williams,RB,KC,vs ARI,13,32.75,4500,0,0,,,0.00,0.00,100,,0,0,,
Andre Holmes,WR,BUF,@ NYJ,20,15.50,4500,0,9.9,3.7,2.1,2.06,2.06,100,,0,0.5,2.70,0.6
Andre Roberts,WR,NYJ,vs BUF,16,22.50,4500,0,4.5,0.0,1.1,0.00,0.00,100,,0,0,0.00,
Charles Clay,TE,BUF,@ NYJ,18,15.50,4500,0,7.7,6.8,3.1,0.00,0.00,100,,24,0,,
Logan Thomas,TE,BUF,@ NYJ,18,15.50,4500,1.1,8.4,2.9,3.0,4.04,4.04,100,,3,0.9,1.20,0.3
Patrick DiMarco,RB,BUF,@ NYJ,22,15.50,4500,0,1.8,,1.7,0.00,0.00,100,,0,0,,
Taiwan Jones,RB,BUF,@ NYJ,22,15.50,4500,0,1.2,0.8,0.0,0.00,0.00,100,,0,0,,
Charone Peake,WR,NYJ,vs BUF,16,22.50,4500,0,2.7,0.8,1.0,0.00,0.00,100,,18,0,1.60,0.4
Hunter Sharp,WR,BUF,@ NYJ,20,15.50,4500,0,6.5,4.6,,0.00,0.00,100,,7,0,,
De'Angelo Henderson,RB,NYJ,vs BUF,21,22.50,4500,0,7.4,4.0,,0.00,0.00,100,,0,0,,
ArDarius Stewart,WR,NYJ,vs BUF,16,22.50,4500,0,2.3,1.2,,0.00,0.00,100,,0,0,,
Keith Ford,RB,BUF,@ NYJ,22,15.50,4500,0,0,,,0.00,0.00,100,,0,0,,
Robert Foster,WR,BUF,@ NYJ,20,15.50,4500,0,2.6,,1.0,0.00,0.00,100,,0,0,12.00,2.7
Ray-Ray McCloud,WR,BUF,@ NYJ,20,15.50,4500,0,1.7,,0.5,0.00,0.00,100,,0,0,,
Cam Phillips,WR,BUF,@ NYJ,20,15.50,4500,0,0,,1.4,0.00,0.00,100,,0,0,,
J.J. Jones,WR,NYJ,vs BUF,16,22.50,4500,0,1.4,,-0.7,0.00,0.00,100,,0,0,,
Brian Quick,WR,WAS,@ TB,17,24.00,4500,0,8.1,2.1,1.7,0.00,0.00,100,,0,0,,
Jacquizz Rodgers,RB,TB,vs WAS,12,27.00,4500,0,11,2.8,2.2,4.44,4.44,100,,0,1,12.20,2.7
Michael Floyd,WR,WAS,@ TB,17,24.00,4500,0,14.6,1.2,0.8,4.25,4.25,100,,0,0.9,2.50,0.6
Dare Ogunbowale,RB,TB,vs WAS,12,27.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Samaje Perine,RB,WAS,@ TB,28,24.00,4500,0,10.2,7.5,1.5,2.40,2.40,100,,19,0.5,,
Bobo Wilson,WR,TB,vs WAS,32,27.00,4500,0,5.6,3.0,,0.00,0.00,100,,0,0,,
Jehu Chesson,WR,WAS,@ TB,17,24.00,4500,0,1.1,0.9,0.0,0.00,0.00,100,,0,0,,
Justin Watson,WR,TB,vs WAS,32,27.00,4500,0,0,,1.0,0.00,0.00,100,,0,0,,
Shaun Wilson,RB,TB,vs WAS,12,27.00,4500,0,0.8,,1.0,0.00,0.00,100,,50,0,0.80,0.2
Simmie Cobbs,WR,WAS,@ TB,17,24.00,4500,0,0,,,0.00,0.00,100,,0,0,,
Darvin Kidsy,WR,WAS,@ TB,17,24.00,4500,0,0,,,0.00,0.00,100,,0,0,,
James Develin,RB,NE,@ TEN,29,26.25,4500,0,2,1.2,0.9,0.00,0.00,100,,0,0,6.10,1.4
Matt Slater,WR,NE,@ TEN,7,26.25,4500,0,1.1,,,0.00,0.00,100,,0,0,,
David Fluellen,RB,TEN,vs NE,2,20.25,4500,0,1.1,0.5,0.2,0.00,0.00,100,,0,0,1.40,0.3
Darius Jennings,WR,TEN,vs NE,12,20.25,4500,0,4.1,,1.9,0.00,0.00,100,,16,0,1.34,0.3
Riley McCarron,WR,NE,@ TEN,7,26.25,4500,0,0,,-2.0,0.00,0.00,100,,0,0,,
Ralph Webb,RB,NE,@ TEN,29,26.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Cameron Batson,WR,TEN,vs NE,12,20.25,4500,0,2.1,,1.2,0.00,0.00,100,,0,0,4.60,1
Dalyn Dawkins,RB,TEN,vs NE,2,20.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Antonio Gates,TE,LAC,@ OAK,32,30.25,4500,0,15.1,4.0,3.8,4.71,4.71,100,,17,1,2.30,0.5
Dwayne Harris,WR,OAK,vs LAC,13,20.25,4500,0,6.2,0.0,0.9,0.00,0.00,100,,0,0,0.50,0.1
Geremy Davis,WR,LAC,@ OAK,18,30.25,4500,0,1.2,,,0.00,0.00,100,,0,0,,
DeAndre Washington,RB,OAK,vs LAC,16,20.25,4500,0,9.7,4.5,1.6,2.35,2.35,100,,0,0.5,,
Derek Watt,RB,LAC,@ OAK,20,30.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Johnny Holton,WR,OAK,vs LAC,13,20.25,4500,0,6.6,5.0,,0.00,0.00,100,,0,0,,
Keith Smith,RB,OAK,vs LAC,16,20.25,4500,0,0.9,,1.4,0.00,0.00,100,,57,0,,
Andre Patton,WR,LAC,@ OAK,18,30.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Dylan Cantrell,WR,LAC,@ OAK,18,30.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Justin Jackson,RB,LAC,@ OAK,20,30.25,4500,0,0.2,,1.8,0.00,0.00,100,,0,0,,
Detrez Newsome,RB,LAC,@ OAK,20,30.25,4500,0,0,,0.0,0.00,0.00,100,,0,0,,
Marcell Ateman,WR,OAK,vs LAC,13,20.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Saeed Blacknall,WR,OAK,vs LAC,13,20.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Ryan Yurachek,RB,OAK,vs LAC,16,20.25,4500,0,0,,,0.00,0.00,100,,0,0,,
Brandon Bolden,RB,MIA,@ GB,11,19.25,4500,0,6,4.2,,0.00,0.00,100,,0,0,,
Marcedes Lewis,TE,GB,vs MIA,20,29.25,4500,0,6.8,4.5,0.5,0.00,0.00,100,,0,0,3.50,0.8
Senorise Perry,RB,MIA,@ GB,11,19.25,4500,0,1.1,0.8,0.0,0.00,0.00,100,,0,0,0.00,
Nick O'Leary,TE,MIA,@ GB,5,19.25,4500,0,6.3,4.0,8.1,1.69,1.69,100,,3,0.4,1.00,0.2
Leonte Carroo,WR,MIA,@ GB,19,19.25,4500,0,4.7,2.6,,0.00,0.00,100,,0,0,3.90,0.9
Joe Kerridge,RB,GB,vs MIA,27,29.25,4500,0,0,,,0.00,0.00,100,,0,0,,
